paroki	None	parish	seurakunta	ενορία	小教区	教區	parafia	paróquia	парохија	župnija	parroquia	None
kabinet	None	cabinet	kaappi	εντοιχισμένο	キャビネット	None	None	armário	None	omara	armario	ตู้
kabinet	None	cabinet	hallitus	υπουργικό	内閣	內閣	rząd	gabinete	None	None	None	คณะรัฐมนตรี
lampu	مِصْبَاح	lamp	valaisin	λάμπα	ランプ	燈	lampa	luminária	свѐтӣљка	svetilka	lámpara	โคมไฟ
ortografi	عِلْم	orthography	ortografia	ορθογραφία	綴り	正字法	pisownia	None	пра̏вопӣс	pravopís	ortografía	อักขรวิธี
histeria	هِسْتِيرْيَا	hysteria	None	υστερία	ヒステリー	歇斯底里	None	None	хистѐрија	histerija	None	ฮิสทีเรีย
diabetes	مرض	hysteria	diabetes	σακχαρώδης	むちゃ食い障害	癔病	napady	diabetes	kompulzivno	None	trastorno	None
letargi	None	lethargy	letargia	λήθαργος	疲労	疲勞	None	None	None	None	letargo	None
tragedi	مَأْسَاة	tragedy	tragedia	τραγωδία	None	悲劇	nieszczęście	tragédia	тра̀ге̄дија	tragedija	None	None
memutakhirkan	None	upgrade	päivittää	αναβαθμίζω	None	None	aktualizować	None	None	None	actualizar	None
tekanan	ضَغْط	blood	verenpaine	None	血圧	血壓	ciśnienie	pressão	крвни	None	presión	ความดันโลหิต
ambang	None	verge	ääriraja	None	None	邊際	None	beira	None	None	None	None
ambang	None	verge	valtikka	None	None	權杖	None	None	None	None	None	None
ambang	None	verge	reuna	None	None	邊	None	beira	None	None	arcén	None
ambang	None	verge	lähennellä	None	None	接近	None	beirar	None	None	None	None
disentri	زُحَار	dysentery	punatauti	δυσεντερία	None	痢疾	dyzenteria	disenteria	дизентѐрија	griža	disentería	โรคบิด
homili	None	homily	saarna	ομιλία	None	None	homilia	homília	None	None	homilía	None
asosiasi	None	association	jäsenyys	None	None	None	asocjacja	associação	None	None	asociación	None
persatuan	جَمْعِيَّة	association	järjestö	σύνδεσμος	協会)	協會	związek	associação	у̏друга	združenje	None	None
paraf	تَوْقِيع	signature	allekirjoitus	υπογραφή	サイン	簽字	podpis	firma	по̀тпис	None	None	ลายเซ็น
kuras	None	signature	None	None	None	None	None	None	None	None	None	None
favorit	None	favourite	lellikki	None	お気に入り	寵兒	ulubieniec	favorito	None	None	None	None
kusta	جُذَام	leprosy	spitaali	λέπρα	ハンセン病	麻風病	trąd	None	gȕba	None	None	เรื้อน
cuti	None	furlough	loma	άδεια	育児休業	產假	urlop	licença	None	None	permiso	None
Lukas	لُوقَا	Luke	Luukas	Λουκάς	ルーク	None	Ewangelia	Lucas	None	Luka	None	ลูกา
Lukas	None	Luke	Luukkaan	κατά	ルカによる福音書	路加福音	Ewangelia	Lucas	None	Luka	None	ลูกา
ijazah	شَهَادَة	diploma	diplomi	δίπλωμα	卒業証書	文憑	dyplom	None	дипло́ма	None	título	ประกาศนียบัตร
orkestra	أُورْكِسْتْرَا	orchestra	orkesteri	ορχήστρα	オーケストラ	樂團	orkiestra	orquestra	о̀ркестар	orkester	orquesta	ออร์เคสตรา
karsinoma	سرطانة	carcinoma	karsinooma	καρκίνωμα	癌腫	癌	rak	None	карцѝно̄м	karcinóm	None	มะเร็ง
zona	نطاق	zone	alue	ζώνη	地帯	區域	strefa	None	prostor	cóna	None	โซน
strategi	إِسْتْرَاتِيجِيَّة	strategy	strategia	στρατηγική	兵法	戰略	None	estratégia	стра̀те̄гија	strategija	estrategia	ยุทธศาสตร์
pantai	شَاطِئ	shore	ranta	ακτή	海浜	岸	brzeg	praia	обала	breg	orilla	ฝั่ง
lancang	None	impudent	röyhkeä	θρασύς	None	放肆	bezczelny	impudente	None	None	fresco	ทะลึ่ง
kinoa	كِينْوَا	quinoa	kvinoa	None	キヌア	印地安麥	kwinoa	quinua	None	kvinoja	quínoa	None
produksi	إِنْتَاج	production	valmistaminen	παραγωγή	生産	生產	wytwarzanie	produção	произво̀дња	proizvodnja	producción	การผลิต
komando	None	commando	sissipartio	δύναμη	特戦隊	特种兵	None	None	None	None	None	None
orang	إِنْسَان	orangutan	oranki	ουρακοτάγκος	オランウータン	紅毛猩猩	None	orangotango	орангу̀та̄н	None	orangután	อุรังอุตัง
insinyur	مُهَنْدِس	engineer	insinööri	μηχανικός	エンジニア	工程師	inżynier	engenheiro	инжѐње̄р	inženir	ingeniero	วิศวกร
bidat	هَرْطَقَة	heresy	harhaoppi	αίρεση	邪宗	異端	herezja	heresia	је̏ре̄с	herezija	herejía	None
padi	None	paddy	kuorimaton	None	稲	稻	None	None	None	None	arroz	ข้าวเปลือก
sawah	حَقْل	paddy	riisipelto	ορυζώνας	田	稻田	ryżowym	arrozal	рижино	None	None	นา
memboikot	None	boycott	boikotoida	None	ボイコットする	抵制	bojkotować	boicotar	None	None	boicotear	คว่ำบาตร
boikot	مُقَاطَعَة	boycott	boikotti	None	ボイコット	抵制	bojkot	boicote	бојкот	None	boicot	None
suarabakti	None	anaptyxis	anaptyksis	None	None	None	None	anaptixe	None	None	None	None
hantu	None	spook	haamu	None	None	None	None	None	None	None	None	None
pramugolf	كادي	caddie	mailapoika	None	キャディ	球僮	caddy	None	None	None	None	แคดดี้
buntal	أَسْمَاك	blowfish	pallokala	None	フグ	河豚	ryba	baiacu	None	None	pez	ปักเป้า
karaben	None	carbine	karbiini	καραμπίνα	カービン	卡賓槍	karabinek	carabina	None	None	None	None
bioskop	سِينَمَا	cinema	elokuvateatteri	σινεμά	映画館	電影院	kino	None	би̏оскоп	None	cine	โรงภาพยนตร์
cakra	None	chakra	tsakra	None	チャクラ	脈輪	czakra	chacra	чакра	None	None	None
mungkin	مِن	probably	todennäköisesti	πιθανώς	多分	大概	prawdopodobnie	provavelmente	вероватно	verjetno	probablemente	ท่าจะ
natrium	None	monosodium	natriumglutamaatti	None	グルタミン酸ナトリウム	味精	glutaminian	glutamato	None	None	glutamato	สารชูรส
lari	None	sprint	pikajuoksu	σπριντ	スプリント	短跑	None	carreira	спри̏нт	None	None	None
maneken	مَانِيكَان	mannequin	mallinukke	ανδρείκελο	マネキン人形	人體模型	manekin	manequim	None	None	maniquí	นางแบบ
maneken	None	mannequin	mallinukke	ανδρείκελο	None	None	None	None	None	None	dummy	None
peragawati	None	mannequin	malli	μοντέλο	モデル	模特	None	None	None	None	None	None
maneken	None	mannequin	mallinukke	ανδρείκελο	None	None	None	None	None	None	None	None
amuk	None	amok	None	None	None	None	None	amouco	None	None	desenfrenado	None
sitoplasma	None	cytoplasm	solulima	κυτταρόπλασμα	None	細胞質	cytoplazma	citoplasma	citoplàzma	None	None	None
Matahari	اَلدَّبَرَان	Aldebaran	Pohjantähti	Αλδεβαράν	アルデバラン	畢宿五	Gwiazda	Aldebarã	Алдебаран	Severnica	Aldebarán	ดาวอัลดิบาแรน
karboksilat	None	carboxylic	karboksyyli-	καρβονικός	None	None	karboksylowy	carboxílico	ка̏рбоксӣлан	None	None	None
organel	None	organelle	soluelin	None	細胞小器官	胞器	organella	organela	orgànela	None	orgánulo	None
Kitab	None	Numbers	4.	Αριθμοί	民数記	民數記	Księga	Números	None	Numeri	Los	กันดารวิถี
asam	حمض	carboxylic	karboksyylihappo	καρβονικό	カルボン酸	羧酸	kwas	ácido	карбоксилна	None	None	None
infrastruktur	None	infrastructure	infrastruktuuri	υποδομή	インフラストラクチャ	基礎設施	infrastruktura	infraestrutura	None	None	infraestructura	โครงสร้างพื้นฐาน
infrastruktur	بِنْيَة	infrastructure	infrastruktuuri	υποδομή	インフラストラクチャ	基礎設施	infrastruktura	infraestrutura	инфраструкту́ра	None	infraestructura	None
tulang	غُضْرُوف	cartilage	rusto	χόνδρος	None	軟骨	chrząstka	cartilagem	хрскавица	hrustanec	cartílago	กระดูกอ่อน
ribosom	None	ribosome	ribosomi	ριβόσωμα	リボソーム	核糖體	rybosom	ribossomo	None	None	ribosoma	None
penutup	None	blindfold	silmäside	None	アイマスク	眼罩	None	venda	None	None	None	None
sitologi	None	cytology	soluoppi	κυτταρολογία	細胞学	細胞學	cytologia	citologia	цитологија	None	citología	None
sekunar	سكونة	schooner	kuunari	ημιολία	スクーナー	雙桅縱帆船	szkuner	escuna	шкуна	None	goleta	None
gugus	مجموعة	functional	funktionaalinen	χαρακτηριστική	官能基	官能團	grupa	grupo	funkcionalna	None	None	None
tukang	جَزَّار	butcher	lihakauppias	χασάπης	肉屋	屠夫	rzeźnik	talhante	ме̏са̄р	mesar	carnicero	คนขายเนื้อ
jagal	جَزَّار	butcher	teurastaja	σφαγέας	None	None	rzeźnik	carniceiro	None	None	carnicero	None
menjagal	جَزَر	butcher	teurastaa	σφαγιάζω	屠殺する	屠宰	None	abater	транши́рати	None	carnear	None
menjagal	جَزَر	butcher	teurastaa	σφάζω	None	屠殺	masakrować	trucidar	чѐречити	None	masacrar	None
sel	None	white	leukosyytti	λευκό	None	白血球	krwinka	célula	None	None	leucocito	เม็ดเลือดขาว
asketisme	زُهْد	asceticism	asketismi	None	禁欲主義	禁慾主義	ascetyzm	ascetismo	аскетизам	None	None	None
latar	None	setting	tapahtumapaikka	None	設定	None	None	ambiente	None	None	None	None
setelan	None	setting	asetus	None	設定	設置	ustawienie	None	None	None	configuración	None
etanol	إِيثَانُول	ethanol	etanoli	αιθανόλη	エタノール	乙醇	alkohol	None	етанол	None	None	เอทานอล
kecewa	خَائِب	disappointed	pettynyt	απογοητευμένος	失望した	敗興	rozczarowany	decepcionado	razočaran	razočarani	None	ผิดหวัง
Asia	آسِيَا	Asia	Vähä-Aasia	Μικρά	小アジア	小亞細亞	Azja	Ásia	Ма̑ла̄	Mala	Asia	เอเชียน้อย
buruh	عَامِل	laborer	työntekijä	εργάτης	None	勞動者	robotnik	operário	rȃdnīk	None	trabajador	กรรมกร
kromatografi	None	chromatography	kromatografia	χρωματογραφία	None	色譜法	None	cromatografia	None	None	cromatografía	None
plesetan	None	spoof	parodia	None	None	None	None	paródia	None	None	None	None
luar	None	outer	ulko-	None	None	None	zewnętrzny	externo	None	None	exterior	None
nokdiak	إِيكِيدْنَا	echidna	nokkasiili	έχιδνα	針土竜	針鼴	kolczatka	equidna	кљунати	kljunati	None	อิคิดนา
migrain	شَقِيقَة	migraine	migreeni	ημικρανία	None	偏頭痛	migrena	enxaqueca	None	None	migraña	ไมเกรน
pengelompokan	None	grouping	None	None	None	None	None	None	None	None	agrupamiento	None
mengundang	دَعَا	invite	kutsua	προσκαλώ	誘う	邀請	zapraszać	convidar	звати	vabiti	invitar	เชิญ
bundel	إِبَالَة	bundle	nippu	None	None	捆	wiązka	fardo	smotuljak	sveženj	haz	มัด
rentan	عرضة	vulnerable	haavoittuvainen	ευάλωτος	傷つきやすい	脆弱的	wrażliwy	vulnerável	рањив	ranljiv	None	None
seguni	حُوت	orca	miekkavalas	None	鯱	逆戟鯨	orka	None	None	None	None	วาฬเพชฌฆาต
mitokondria	مِيتُوكُنْدْرِيُون	mitochondrion	mitokondrio	μιτοχόνδριο	ミトコンドリア	線粒體	mitochondrium	mitocôndria	митохондрије	None	mitocondria	ไมโทคอนเดรีย
khususnya	None	typically	tyypillisesti	τυπικά	None	None	typowo	tipicamente	None	None	típicamente	None
khas	None	typically	tyypillisesti	συνήθως	None	None	typowo	None	None	None	None	None
elus	لَاطَفَ	caress	hyväillä	χαϊδεύω	愛撫する	愛撫	pieścić	acariciar	ми̏ловати	ljubkovati	None	เชยชม
ideolog	مُنَظِّر	ideologue	ideologi	ιδεολόγος	空論家	理論家	None	ideólogo	None	None	None	None
anilina	None	aniline	aniliini	ανιλίνη	None	None	aminobenzen	None	анѝлӣн	None	None	None
perpeloncoan	None	hazing	mopotus	καψώνι	None	None	None	praxe	None	None	novatada	None
amina	None	amine	None	None	アミン	胺	None	None	None	None	None	None
laktosa	لَاكْتُوز	lactose	laktoosi	λακτόζη	ラクトース	乳糖	laktoza	None	mliječni	mlečni	lactosa	แล็กโทส
aldehida	None	aldehyde	aldehydi	None	アルデヒド	醛	aldehyd	aldeído	None	None	aldehído	None
menghantui	عَذَّبَ	torment	piinata	βασανίζω	苦しめる	None	męczyć	judiar	None	mučiti	None	None
asam	None	fatty	rasvahappo	λιπαρό	None	脂肪酸	None	ácido	ма̑сна̄	None	ácido	กรดไขมัน
lentera	فَانُوس	lantern	lyhty	φανάρι	灯篭	燈籠	latarnia	lanterna	фѐњер	laterna	farol	โคม
pelukis	رَسَّام	painter	maalari	ζωγράφος	絵描き	畫家	malarz	pintor	сли̏ка̄р	slikar	diseñador	จิตรกร
operasi	عَمَلِيَّة	surgery	leikkaus	χειρουργείο	None	手術	operacja	operação	опера́ција	operacija	operación	ศัลยกรรม
kamar	None	surgery	leikkaussali	χειρουργείο	手術室	外科	None	sala	None	None	quirófano	None
mas	دُوطَة	dowry	myötäjäiset	προίκα	持参金	嫁妝	posag	dote	мираз	dota	None	สินสอด
karusel	None	carousel	karuselli	None	None	行李传送带	karuzela	None	None	None	None	None
serikat	فِدِرَالِيّ	federal	federaalinen	None	None	None	związkowy	federativo	са́везнӣ	None	None	None
selulosa	سِلْيُولُوز	cellulose	selluloosa	κυτταρίνη	セルロース	纖維素	celuloza	celulose	None	None	celulosa	เซลลูโลส
berkilau	None	luminous	valaiseva	φωτεινός	None	None	None	luminoso	None	None	None	None
valensi	تكافؤ	valence	valenssi	σθένος	原子価	化合價	wartościowość	valência	valenca	None	valencia	เวเลนซ์
padam	None	extinct	sammunut	None	消えた	None	wygasły	extinguido	None	None	extinto	None
mati	None	extinct	sammunut	None	死んだ	None	wygasły	extinto	None	None	None	None
punah	مُنْقَرِض	extinct	sukupuuttoon	None	死に絶えた	None	wymarły	extinto	None	None	None	None
pembunuhan	None	homicide	(unintentional)	ανθρωποκτονία	None	殺人	zabójstwo	homicídio	уби́ство	umor	homicidio	None
pembunuh	None	homicide	tappaja	ανθρωποκτόνος	人殺し	兇手	morderca	homicida	у̀бица	morilec	victimario	None
memenjarakan	حَبَسَ	imprison	vangita	φυλακίζω	刑務所に入れる	關押	więzić	aprisionar	None	None	encarcelar	ขัง
Natal	None	Noel	None	None	None	None	None	None	None	None	None	None
hipertensi	None	hypertension	hypertensio	υπέρταση	高血圧	高血壓	nadciśnienie	hipertensão	None	None	hipertensión	ความดันโลหิตสูง
pembantaian	إِبَادَة	genocide	kansanmurha	γενοκτονία	集団虐殺	種族滅絕	ludobójstwo	genocídio	ге̏ноцӣд	genocid	genocidio	การฆ่าล้างเผ่าพันธุ์
delesi	None	deletion	poistuma	None	欠失	刪除	None	deleção	None	None	deleción	None
