synset	lemma	annotation	goodness label
13253423-n	tambahan	KEEP	O
00219855-r	dengan ramah	KEEP	X
02375619-v	jarak dekat	KEEP	O
10324560-n	model	KEEP	Y
02187465-a	dua belas	KEEP	None
01605081-a	selatan	KEEP	L
00061203-r	selepas	KEEP	O
02904075-a	administratif	KEEP	O
00871942-v	menandai	KEEP	O
90000031-n	Festival Tiongchupia	DELETE	None
00307631-n	berkelilinglah	KEEP	None
02664769-v	ialah	KEEP	M
90000416-n	martabak	KEEP	None
02205272-v	memenangi	DELETE	O
00249501-n	kemajuan	KEEP	Y
05849284-n	ciri	KEEP	O
02502916-v	menolak	KEEP	O
09000665-n	johannesburg	KEEP	None
00017639-r	masih	KEEP	O
00512877-v	memungkinkan	KEEP	O
08664443-n	tempat	KEEP	O
80000064-n	Nusantara	KEEP	None
05119714-n	lebih	KEEP	O
08613593-n	bahagian luar	DELETE	X
02686471-v	berjalan	DELETE	O
00198039-r	seluruh	KEEP	None
00007015-r	sekitar	KEEP	O
00550771-n	pertunjukan	KEEP	Y
02942699-n	kamera	KEEP	Y
01110274-n	niaga	KEEP	Y
00484166-v	menyempurnakan	KEEP	Y
02432530-v	kelola	KEEP	O
08690792-n	pinggiran	KEEP	O
00345641-n	pemutaran	KEEP	O
01108627-v	menaklukkan	KEEP	O
00833546-v	perbarui	KEEP	None
15228910-n	jam	KEEP	O
07485916-n	selera makanan	KEEP	X
01672607-a	kebanyakan	DELETE	O
00313806-n	berlayar	KEEP	O
00328128-v	merebus	KEEP	Y
14638799-n	emas	KEEP	Y
03931044-n	imaji	KEEP	None
02355596-v	menjadikan	DELETE	O
00275290-a	temaram	KEEP	None
01311103-v	mencongkel	KEEP	X
02810882-a	masa	KEEP	O
02568672-v	mempraktikkan	DELETE	O
03924069-n	piringan hitam	KEEP	None
09976429-n	makhluk	KEEP	O
01063939-n	waiting	KEEP	None
15203791-n	1990	KEEP	None
02620587-v	merupakan	KEEP	O
00988232-a	kurus	KEEP	Y
00734054-v	bertafakur	DELETE	O
01935233-v	arab	KEEP	None
01158181-v	menghabiskan	DELETE	O
00770437-v	menyebab	DELETE	X
02924102-a	buddhis	KEEP	None
02412164-a	tipis	KEEP	O
01982395-v	membawa	DELETE	O
07470671-n	pertandingan	KEEP	Y
02319428-v	promosi	KEEP	Y
00325328-v	menggoreng	KEEP	O
01343892-v	pasangkan	KEEP	X
12416703-n	saffron	KEEP	None
02304982-v	berkumpul	KEEP	O
02282506-v	simpan	KEEP	Y
03508101-n	penghangat	KEEP	None
02687385-v	pimpin	DELETE	O
01739099-v	didirikan	KEEP	X
08593262-n	jalur	DELETE	O
00672785-a	dijadikan	KEEP	X
02036755-v	berbaris	KEEP	O
90000119-n	victoria theatre	KEEP	None
04877421-n	dedikasi	KEEP	O
06255613-n	kertas	KEEP	O
02154508-v	mendapatkan	KEEP	O
02020590-v	tertabrak	DELETE	O
00006269-n	kehidupan	KEEP	O
02355596-v	mempunyai	DELETE	O
06339416-n	gelaran	DELETE	None
01020005-v	katanya	DELETE	X
13899404-n	bola	KEEP	Y
09217230-n	pantai	KEEP	Y
02587532-v	menadbirkan	DELETE	O
01172701-v	menyentuhkan	DELETE	O
03580615-n	internet	KEEP	X
06590065-n	bacaan	KEEP	O
01850315-v	memindahkan	KEEP	O
14939445-n	cecair	DELETE	None
01664172-v	berhadir	DELETE	Y
11524662-n	cuaca	KEEP	Y
07149836-n	tawar	KEEP	Y
02532028-n	herring	KEEP	None
10718131-n	turis	KEEP	Y
01999798-v	mengambil	DELETE	O
02009433-v	berangkat	KEEP	O
02898922-a	kebudayaan	KEEP	Y
02620587-v	berias	DELETE	O
01771535-v	merasakan	KEEP	Y
00693780-v	mengingat	KEEP	O
01511387-a	tajam	KEEP	O
08900535-n	india	KEEP	None
04967191-n	hijau	KEEP	Y
02210855-v	dipuaskan	KEEP	None
90000045-n	Italia Selatan	KEEP	None
00436879-v	berbeda-beda	KEEP	O
01283508-a	mengagumkan	KEEP	O
04748836-n	perbedaan	KEEP	O
01620854-v	mengakhiri	KEEP	O
13961642-n	hidup	KEEP	O
90000039-n	terasie	KEEP	None
00025290-r	ke tempat	DELETE	X
80000986-n	Metro	KEEP	None
01744515-a	jeli	KEEP	None
03640589-n	lorong	KEEP	Y
00071840-r	lebih kurang	DELETE	O
02215977-a	multi	KEEP	None
10461424-n	kekuatan	KEEP	Y
01807529-v	tertarik	KEEP	O
13371958-n	berlian	KEEP	Y
10236304-n	keluarga	KEEP	O
02187995-a	17	KEEP	None
08559508-n	tempat	DELETE	O
06651577-n	kiat	KEEP	None
02558172-v	merintangi	KEEP	O
00147876-r	mudah	KEEP	O
00262792-a	berani	KEEP	Y
09763784-n	sahabat	KEEP	Y
10674315-n	sultan	KEEP	O
02558528-a	menyegarkan	KEEP	None
07969695-n	marga	KEEP	None
01449974-v	membawa	KEEP	Y
06255613-n	koran	KEEP	O
01681492-v	marmer	KEEP	None
01395821-a	menurut	KEEP	O
00755745-v	makan	DELETE	O
04992570-n	rempah	KEEP	O
13863771-n	baris	DELETE	O
01645601-v	aktiviti	DELETE	None
90000178-n	east coast	KEEP	None
01024190-v	menyebutkan	KEEP	O
02635956-v	membimbing	DELETE	O
10757193-n	tamu	KEEP	O
01912159-v	lintas	KEEP	Y
07675627-n	sosis	KEEP	O
13963192-n	kehidupan	KEEP	O
02238085-v	mendapat	KEEP	Y
00479330-a	enak	KEEP	None
01570403-v	pasang	KEEP	None
00648224-v	menelusuri	KEEP	O
00027384-r	meski	KEEP	None
00615774-v	selain	KEEP	O
00155488-r	kemudian	KEEP	O
10150940-n	tamu	KEEP	O
05064037-n	berbentuk	DELETE	O
01456710-a	sarat	DELETE	O
07041451-n	duet	KEEP	O
00304787-r	seharian	KEEP	O
00065639-v	dapat	DELETE	O
01388418-a	beramai-ramai	KEEP	O
00725274-v	mengejutkan	KEEP	O
00599992-v	mengaji	DELETE	None
15244650-n	apabila	KEEP	Y
03588414-n	benda	KEEP	O
01812324-v	disenangkan	KEEP	None
06367107-n	fiksi	KEEP	None
06333653-n	nama	KEEP	Y
00018043-r	tanggung jawab	DELETE	O
01505254-v	mencuri hati	KEEP	None
01639714-v	dirancang	KEEP	None
77000095-n	siapa	KEEP	None
08431437-n	deretan	KEEP	Y
02813315-a	teater	KEEP	O
06161223-n	estetika	KEEP	O
01151110-v	membimbing	DELETE	O
01346003-v	buka	KEEP	Y
01995949-v	telusurilah	KEEP	X
02870092-n	buku	KEEP	Y
01750847-a	sempurna	KEEP	O
00037298-v	mencukur	KEEP	Y
00118523-v	berlangsung	KEEP	O
00770437-v	mendatangkan	DELETE	O
09617867-n	pakar	KEEP	Y
01400562-a	sah	KEEP	Y
04039381-n	raket	KEEP	O
08652970-n	ruang	KEEP	O
05944686-n	filosofi	KEEP	None
00812952-a	yang dahulu	KEEP	X
01084091-a	penuh	KEEP	O
00624476-v	berhasil	DELETE	O
08964474-n	sarawak	KEEP	None
08561351-n	east	KEEP	None
10059582-n	penggemar	KEEP	O
00020759-r	jangan	KEEP	O
01713373-a	bercat	KEEP	O
00018158-v	bangun	KEEP	Y
07308889-n	kejadian	KEEP	O
01679459-a	organik	KEEP	Y
01433493-a	panjang	KEEP	Y
06518068-n	tiket	KEEP	Y
02472987-n	sso yg dipandang tinggi	DELETE	X
00615774-v	tidak termasuk	KEEP	X
07579076-n	mencicipinya	KEEP	None
01464844-n	kuning telur	KEEP	O
02685951-v	berlalu	DELETE	O
02723754-n	barang antik	KEEP	O
01309807-n	perang vietnam	KEEP	X
13085113-n	ilalang	KEEP	None
00022131-r	se-	KEEP	None
10677271-n	penyedia	KEEP	O
04852088-n	kejahatan	KEEP	O
08465558-n	avant-garde	KEEP	None
07926920-n	gula	DELETE	O
07279285-n	menghubungi	KEEP	Y
01216670-v	memegang	KEEP	O
90000201-n	ion	KEEP	None
90000321-n	Thaipusam	KEEP	None
80001278-a	META:NOLEX	KEEP	None
04634833-n	tenaga	KEEP	O
00626428-v	dibacakan	KEEP	None
02717102-v	diusungnya	KEEP	None
01069638-v	memberi	KEEP	O
01375831-a	kenal	KEEP	None
13240514-n	kepemilikan	KEEP	O
02624263-v	muncul	KEEP	Y
08457976-n	serangkaian	KEEP	None
02225510-a	piawai	KEEP	O
05081300-n	pose	KEEP	None
76100084-x	batu	KEEP	None
01428578-v	membuat	DELETE	O
08715110-n	asia tenggara	KEEP	X
10388440-n	raja	KEEP	O
02130524-v	melihat	KEEP	O
09144851-n	houston	KEEP	None
07892512-n	red	KEEP	None
00071840-r	di sekelilingnya	KEEP	None
00515380-a	semua	KEEP	O
02493030-v	kunjungilah	KEEP	None
00522885-a	penuh	KEEP	O
02398956-v	merayakan	KEEP	O
14580897-n	isi	KEEP	Y
02377938-v	menggabungkan	KEEP	O
13774404-n	banyak	KEEP	Y
01580968-a	wajib	KEEP	O
02793199-n	kapal laut	KEEP	X
00428000-n	keramaian	KEEP	Y
02296726-v	memberi	KEEP	O
01436003-a	pendek	KEEP	Y
00579622-a	besar	KEEP	Y
01983432-a	mulia	KEEP	O
03775071-n	sarung tangan	KEEP	Y
00118965-r	sekali	KEEP	O
90000145-n	louis vuitton	KEEP	None
01863680-a	termasuk	KEEP	O
07327805-n	unsur	KEEP	Y
04604276-n	web	KEEP	X
07886572-n	buat	DELETE	O
00065639-v	mempunyai	DELETE	O
00027807-n	rupa bentuk	DELETE	None
05091194-n	ukuran	KEEP	Y
02193974-v	menikmati	KEEP	O
10845248-n	bennett	KEEP	None
00213794-v	boleh	DELETE	O
15137556-n	hari libur	KEEP	O
02627363-v	menjadi	KEEP	O
