Arabic	English	Finnish	Greek	Indonesian	Japanese	Mandarin Chinese	POS	Polish	Portuguese	Serbo-Croatian	Slovene	Spanish	Thai	lang	POS
عَجِين	dough	taikina	ζύμη	adonan	生地	麵團	n	ciasto	massa	те̑сто	testo	masa	โด	None	noun
كَرِهَ	hate	vihata	μισώ	benci	憎む	恨	v	nienawidzić	odiar	nenávideti	sovražiti	None	เกลียด	None	verb
خِزَانَة	wardrobe	vaatekaappi	ιματιοθήκη	lemari	洋服だんす	衣櫥	n	szafa	guarda-roupa	о̀рма̄р	omara	armario	ตู้	None	noun
جُمْجُمَة	skull	kallo	κρανίο	tengkorak	None	頭骨	n	czaszka	crânio	лу̀бања	lobanja	cráneo	กะโหลก	None	noun
None	offal	teurasjäte	απορρίματα	jeroan	None	內臟	n	None	miúdo	None	None	despojos	None	None	noun
None	offal	sisäelimet	εντόσθια	jeroan	臓物	下水	n	podroby	miúdos	None	None	víscera	None	None	noun
حَالَة	situation	tilanne	κατάσταση	situasi	状況	情況	n	sytuacja	situação	None	None	situación	None	None	noun
مَوْقِع	situation	sijainti	τοποθεσία	keberadaan	在所	場所	n	miejsce	localização	None	None	localización	None	None	name
حَالَة	situation	tilanne	κατάσταση	situasi	状態	情況	n	sytuacja	situação	situacija	None	situación	None	None	noun
None	parkour	None	παρκούρ	parkur	パルクール	跑酷	n	None	parcur	None	None	None	None	None	noun
مِفْصَد	xyster	lansetti	αγγειολαβίδα	lanset	メス	None	n	skalpel	lanceta	None	None	None	None	None	noun
فَاكْس	fax	faksi	φαξ	faks	ファックス	傳真	n	telefaks	None	факс	None	None	แฟกซ์	None	noun
عَصَب	nerve	hermo	νεύρο	saraf	神経	神經	n	nerw	nervo	жѝвац	živec	nervio	เส้นประสาท	None	noun
قِصَّة	story	tarina	ιστορία	cerita	物語	故事	n	opowieść	estória	при̑ча	zgodba	relato	เรื่องราว	None	noun
وَلِيّ	saint	pyhimys	None	santo	None	聖人	n	święty	None	светац	svetnik	None	นักบุญ	None	noun
None	cannibalism	kannibalismi	κανιβαλισμός	kanibalisme	カニバリズム	同類相食	n	antropofagia	canibalismo	канибалѝзам	None	None	None	None	noun
None	clan	klaani	None	klan	一門	家族	n	ród	clã	zadruga	None	None	None	None	noun
None	Komodo	komodonvaraani	None	komodo	None	科莫多巨蜥	n	waran	dragão-de-comodo	Komodski	None	dragón	None	None	noun
كَمْأَة	earthnut	tryffeli	ύτανο	ubi	西洋松露	松露	n	trufla	trufa	та̀ртуф	tartuf	boniato	มันเทศ	None	noun
None	cardiologist	sydänlääkäri	καρδιολόγος	dokter	心臓学医	心臟病學家	n	kardiolog	cardiólogo	None	None	nefrólogo	None	None	noun
تَطَوُّر	evolution	evoluutio	εξέλιξη	evolusi	None	進化	n	ewolucja	evolução	еволу́ција	evolucija	evolución	วิวัฒนาการ	None	noun
نَظَّارَة	spectacles	silmälasit	γυαλιά	kacamata	None	眼鏡	n	okulary	óculos	на̏оча̄ле	očala	gafas	แว่นตา	None	noun
رَصِيف	quay	laituri	προκυμαία	dermaga	波止場	碼頭	n	molo	cais	прѝстанӣште	pomol	muelle	None	None	noun
None	orifice	aukko	None	mulut	開口部	孔	n	None	orifício	None	None	orificio	None	None	noun
الوَخْز	acupuncture	akupunktio	βελονισμός	akupunktur	鍼	針灸	n	akupunktura	acupuntura	акупункту́ра	None	None	การฝังเข็ม	None	noun
None	archery	jousiammunta	τοξοβολία	panahan	弓道	箭術	n	łucznictwo	arco-e-flecha	стрѐлича̄рство	lokostrelstvo	arquería	None	None	noun
أَثَاث	furniture	huonekalut	έπιπλο	mebel	None	家具	n	None	mobília	намештај	pohištvo	mobiliario	เฟอร์นิเจอร์	None	noun
None	obstruction	estäminen	None	obstruksi	None	None	n	None	None	opstrukcija	None	None	None	None	noun
غُول	cannibal	kannibaali	κανίβαλος	kanibal	人食い人種	食人者	n	antropofag	canibal	људо̀ждер	None	caníbal	None	None	noun
None	axiomatic	itsestään	αξιωματικός	aksiomatik	None	None	a	aksjomatyczny	axiomático	None	None	None	None	None	adj
None	Averroism	averroismi	None	averoisme	None	None	n	None	None	None	None	averroísmo	None	None	noun
None	perpetrator	tekijä	δράστης	pelaku	加害者	作案者	n	sprawca	perpetrador	None	None	None	None	None	noun
أَدَانَ	convict	todeta	καταδικάζω	menyatakan	None	判罪	v	skazywać	condenar	пресуђи́вати	obsoditi	None	None	None	verb
سَجِين	convict	tuomittu	κατάδικος	terpidana	受刑者	囚犯	n	skazaniec	condenado	None	None	None	None	None	noun
حَادِث	incident	tapaus	επεισόδιο	insiden	事故	事件	n	wydarzenie	incidente	слу̏ча̄ј	None	None	กรณี	None	noun
None	availability	saatavuus	διαθεσιμότητα	ketersediaan	供給	None	n	None	disponibilidade	dostupnost	None	disponibilidad	None	None	noun
None	availability	vaihtoehto	None	tersedianya	None	None	n	None	None	None	None	None	None	None	noun
آيَةُ	ayatollah	ajatollah	αγιατολάχ	ayatullah	アヤトラ	阿亞圖拉	n	None	aiatolá	ајатолах	None	ayatolá	อายะตุลลอหฺ	None	noun
None	packed	None	φίσκα	penuh	None	None	a	None	lotado	None	None	colmado	None	None	adj
None	awhile	hetken	None	sebentar	暫く	一會兒	a	None	por	None	None	un	None	None	adv
طُرْفَة	joke	vitsi	ανέκδοτο	candaan	冗談	笑話	n	dowcip	piada	ша́ла	šala	broma	มุก	None	noun
نُكْتَة	joke	pila	αστείο	lelucon	冗談	玩笑	n	dowcip	brincadeira	ша́ла	šala	broma	มุก	None	noun
مُنْحَرِف	pervert	pervertti	ανώμαλος	cabul	痴漢	性變態者	n	zboczeniec	pervertido	None	None	None	None	None	noun
مَاضٍ	past	menneisyys	παρελθόν	masa	None	過去	n	przeszłość	passado	про̏шло̄ст	preteklost	pasado	อดีต	None	noun
صَالِح	pious	hurskas	ευσεβής	saleh	敬虔な	敬虔	a	pobożny	pio	pobožan	None	piadoso	None	None	adj
سُؤَال	question	kysymys	ερώτηση	pertanyaan	質問	問題	n	pytanie	questão	пи́та̄ње	vprašanje	pregunta	คำถาม	None	noun
دصيور	quoll	pussinäätä	None	gumbem	袋猫	袋鼬	n	niełaz	gato-marsupial	kvol	None	None	ควอล	None	noun
زِنَا	incest	insesti	αδελφομιξία	hubungan	近親相姦	亂倫	n	kazirodztwo	incesto	ѝнцест	None	None	None	None	noun
حَبَّ	like	pitää	αρέσει	suka	…が好き	喜歡	v	lubić	gostar	волити	imeti	gustar	ชอบ	None	verb
مِثْل	like	samanlainen	όμοιος	seperti	...のように	相像的	a	podobny	semelhante	None	None	semejante	เหมือน	None	adj
عَلَامَة	brand	tuotemerkki	μάρκα	merek	ブランド	牌子	n	marka	marca	ма̀рка	znamka	None	ตรา	None	noun
مَارْكَة	brand	brändi	μάρκα	merek	ブランド	牌子	n	marka	marca	ма̀рка	znamka	None	ตราสินค้า	None	noun
قِشْرَةُ	mace	muskottikukka	μασίς	bunga	メース	None	n	None	macis	muškatni	muškatni	None	None	None	noun
شُورِيكِن	shuriken	heittotähti	None	syuriken	手裏剣	手裡劍	n	None	None	None	None	None	ชูริเคน	None	noun
None	nowadays	nykyisin	None	sekarang	現代では	現今	a	współcześnie	hoje	None	dándánes	hoy	None	None	adv
ڤِيرُوس	virus	None	ιός	pathik	ウイルス	病毒	n	wirus	vírus	ви́рус	None	None	เชื้อ	None	noun
مَلَارِيَا	virus	virustauti	ελονοσία	tifus	マラリア	瘧疾	n	tężec	malária	маларија	vranični	paludismo	ไข้มาลาเรีย	None	noun
مِعْمَارِيّ	architect	arkkitehti	αρχιτέκτονας	arsitek	建築家	建築師	n	architekt	arquiteto	архитекта	arhitekt	arquitecto	สถาปนิก	None	noun
أَخْدَر	onager	onageri	None	keledai	None	中亞野驢	n	None	onagro	divlji	None	None	None	None	noun
مَرْحَلَة	phase	vaihe	φάση	fase	段階	階段	n	faza	None	фа́за	None	None	ระยะ	None	noun
None	phase	näkymä	None	wujud	None	None	n	None	None	None	None	None	None	None	noun
None	aware	valpas	None	waspada	None	警惕的	a	None	alerta	будан	None	None	None	None	adj
None	aware	tietoinen	None	sadar	None	知道的	a	świadom	consciente	свестан	None	conocedor	None	None	adj
اِخْتَفَى	poof	haihtua	σβήνω	hilang	消える	消失	v	znikać	desaparecer	нѐстајати	izginjati	desvanecerse	หาย	None	verb
مُهَرِّج	clown	klovni	κλόουν	badut	ピエロ	小丑	n	klaun	palhaço	клаун	klovnesa	payaso	ตัวตลก	None	noun
حَصَّاد	reaper	elonkorjaaja	None	pembabat	None	None	n	żniwiarz	ceifador	None	None	cosechador	None	None	noun
أَبْرَشِيَّة	diocese	hiippakunta	επισκοπή	keuskupan	None	教區	n	diecezja	None	дијецеза	dieceza	diócesis	None	None	noun
None	clitic	liitepartikkeli	None	klitik	接語	附著詞素	n	klityka	clítico	klìtika	None	None	None	None	noun
جَبَل	Mount	None	Έβερεστ	Gunung	エベレスト	珠穆朗瑪峰	n	Czomolungma	Monte	Монт	None	Monte	ยอดเขาเอเวอเรสต์	None	name
None	folk	kansanetymologia	παρετυμολογία	etimologi	民間語源	俗詞源學	n	etymologia	etimologia	pučka	None	etimología	None	None	noun
أَرْشِي	archbishop	arkkipiispa	αρχιεπίσκοπος	uskup	大司教	大主教	n	arcybiskup	arcebispo	архиепископ	nadškof	arzobispo	อาร์ชบิชอป	None	noun
مَبْدَأ	principle	perusoletus	αρχή	prinsip	主義	原理	n	zasada	princípio	принцип	None	principio	หลัก	None	noun
صَفْحَة	page	sivu	σελίδα	halaman	ページ	頁	n	strona	página	стра́на	strȃn	None	หน้า	None	noun
بَطَّة	ugly	ruma	ασχημόπαπο	itik	みにくいアヒルの子	醜小鴨	n	brzydkie	patinho	None	grdi	patito	None	None	noun
غَرِيب	foreign	ulkomainen	αλλοεθνής	luar	外国の	外國的	a	zagraniczny	estrangeiro	иноземни	inozemski	extranjero	None	None	adj
None	foreign	vieras	None	asing	None	None	a	obcy	estranho	None	None	None	None	None	adj
None	axle	akseli	None	gandar	None	None	n	oś	eixo	осо̀вина	None	eje	None	None	noun
يُوحَنَّا	John	Johannes	Ιωάννης	Yohannes	洗礼者ヨハネ	施洗約翰	n	Jan	João	Јован	Jánez	Juan	เยเรมีย์	None	name
نُفُور	aversion	inho	απέχθεια	aversi	嫌悪	厭惡	n	awersja	aversão	avèrzija	odpor	aversión	None	None	noun
None	hoax	huijaus	φάρσα	hoaks	ペテン	騙局	n	mistyfikacja	fraude	None	None	engaño	None	None	noun
شِبِين	godfather	kummisetä	νονός	bapak	教父	乾爹	n	ojciec	padrinho	kum	boter	padrino	None	None	noun
قَوَّاد	pimp	sutenööri	προαγωγός	germo	女衒	皮條客	n	alfons	cafetão	сводник	zvodník	rufián	แมงดา	None	noun
بَوَّابَة	gate	portti	πόρτα	gerbang	None	門口	n	brama	portão	ка̀пија	vrata	puerta	ประตู	None	noun
تَيْهُور	avalanche	lumivyöry	χιονοστιβάδα	salju	None	雪崩	n	lawina	None	у́сов	plaz	alud	หิมะถล่ม	None	noun
None	avalanche	maanvyöry	κατολίσθηση	longsor	山崩れ	山崩	n	None	deslize	у́сов	None	None	None	None	noun
مِلَفّ	dossier	kansio	None	dosir	一件書類	卷宗	n	akta	dossiê	досје	None	dosier	None	None	noun
بَلْغَم	phlegm	lima	φλέματα	dahak	None	痰	n	śluz	catarro	слу̑з	sluz	flema	เสลด	None	noun
مُتَّصِل	enclitic	liitepartikkeli	εγκλιτικό	enklitik	前接語	附属字	n	enklityka	None	енклитика	None	enclítico	None	None	noun
سائِق	chauffeur	autonkuljettaja	None	supir	運転手	司機	n	szofer	motorista	возач	šofer	chófer	คนขับ	None	noun
كَوْم	pile	kasa	σωρός	tumpukan	積み重ね	堆	n	stos	pilha	None	None	montón	None	None	noun
سَبَب	purpose	motivaatio	λόγος	motivasi	None	None	n	powód	propósito	мотива́ција	None	objeto	None	None	noun
تَأْمِين	bookseller	kirjakauppa	γραφείο	badan	保険業	書商	n	księgarnia	livraria	None	None	bar	การประกันภัย	None	noun
نَبِيذ	red	punaviini	κόκκινο	anggur	赤ワイン	紅酒	n	czerwone	vinho	црвено	rdeče	vino	None	None	noun
None	awkward	kömpelö	αδέξιος	canggung	不器用な	別扭	a	None	desajeitado	None	None	torpe	None	None	adj
None	awkward	kömpelö	None	canggung	None	None	a	None	tímido	None	None	None	None	None	adj
None	nutcracker	pähkinänsärkijä	καρυοθραύστης	alat	くるみ割り	瘪嘴食管	n	dziadek	quebra-nozes	krcaljka	None	cascanueces	None	None	noun
مَطْبَخ	kitchen	keittiö	κουζίνα	dapur	台所	廚房	n	kuchnia	cozinha	ку̏хиња	kuhinja	cocina	ครัว	None	noun
مِخْرَز	awl	purasin	σουβλί	alat	突きぎり	錐子	n	szydło	furador	шило	None	lezna	None	None	noun
عَالِم	scientist	tieteilijä	επιστήμονας	ilmuwan	科学者	科學家	n	naukowiec	cientista	на̀учнӣк	znanstvenik	científico	นักวิทยาศาสตร์	None	noun
دَرْوِيش	Dervish	dervissi	δερβίσης	Darwis	ダーウィーシュ	德爾維希	n	derwisz	dervixe	дервиш	None	derviche	None	None	noun
كَم	how	kuinka	πόσοι	berapa	幾つ	多少	d	ile	quantos	колико	kóliko	cuántos	เท่าไร	None	det
None	vanilla	vaniljauute	βανίλια	vanila	None	香草精	n	wanilia	baunilha	None	None	vainilla	None	None	noun
دُعْسُوقَة	ladybird	leppäkerttu	πασχαλίτσα	kepik	テントウムシ	瓢蟲	n	biedronka	joaninha	бубамара	pikapolonica	mariquita	แมลงเต่าทอง	None	noun
مَثْلَجَة	glacier	jäätikkö	παγετώνας	gletser	氷河	冰川	n	lodowiec	glaciar	ледењак	ledenik	helero	ธารน้ำแข็ง	None	noun
None	godmother	kummitäti	νονά	ibu	代母	乾娘	n	matka	madrinha	None	None	madrina	None	None	noun
رُخْصَة	driver's	ajokortti	άδεια	surat	運転免許証	駕駛執照	n	prawo	carta	возачка	vozniško	permiso	ใบขับขี่	None	noun
خِتَان	circumcision	ympärileikkaus	περιτομή	khitan	包皮切断	包皮環切術	n	obrzezanie	circuncisão	обрезивање	obrezovanje	circuncisión	None	None	noun
تَاجِر	merchant	kauppias	έμπορος	saudagar	None	商人	n	kupiec	comerciante	тр̀говац	trgovec	mercader	วาณิช	None	noun
مُحَافِظ	conservative	vanhoillinen	συντηρητικός	konservatif	保守派	None	n	konserwatysta	conservador	None	None	None	None	None	noun
مُحَافِظ	conservative	vanhoillinen	συντηρητικός	konservatif	保守的な	保守的	a	konserwatywny	conservador	ко̏нзерватӣван	None	None	หัวโบราณ	None	adj
مُحَافِظ	conservative	vanhoillinen	συντηρητικός	konservatif	保守的	守舊	a	konserwatywny	conservador	None	None	None	None	None	adj
سِيرَة	autobiography	omaelämäkerta	αυτοβιογραφία	autobiografi	自伝	自傳	n	autobiografia	None	аутобиографија	None	autobiografía	อัตชีวประวัติ	None	noun
حِصَار	siege	piiritys	πολιορκία	pengepungan	攻城戦	攻城戰	n	oblężenie	sítio	о̏псада	obleganje	sitio	การล้อม	None	noun
اَلْخِيمِيَاء	alchemy	alkemia	αλχημεία	alkimia	錬金術	煉金術	n	alchemia	alquimia	alkemija	None	None	รสายนเวท	None	noun
مَكْتَبَة	bookcase	kirjakaappi	βιβλιοθήκη	rak	本棚	書架	n	biblioteczka	estante	библиотека	knjižna	estantería	ตู้หนังสือ	None	noun
صِحَافَة	press	lehdistö	πρέσα	pers	報道	媒體	n	prasa	imprensa	пре̏са	novinarstvo	prensa	หนังสือพิมพ์	None	noun
إِقْطَاعِيَّة	feudalism	feodalismi	φεουδαρχία	feodalisme	家母長制	封建制度	n	feudalizm	feudalismo	феудалѝзам	None	causalismo	มาตาธิปไตย	None	name
مَشْرَحَة	morgue	ruumishuone	νεκροθάλαμος	rumah	霊安所	停屍房	n	kostnica	necrotério	мртвачница	mrtvašnica	depósito	โรงเก็บศพ	None	noun
