synset	lemma	annotation	goodness label	confidence	language	prediction label
02687385-v	memandu	DELETE	O	1	Finnish	KEEP
03461385-n	pasar	KEEP	Y	1	English	KEEP
09018162-n	azerbaijan	KEEP	None	None	None	KEEP
00308370-n	perjalanan	KEEP	O	1	Spanish	KEEP
05174653-n	hak	KEEP	O	2	Portuguese, Spanish	KEEP
80001040-n	topshop	KEEP	None	None	None	KEEP
05675130-n	kesadaran	KEEP	None	1	Spanish	KEEP
02652729-v	bermalam	KEEP	O	None	None	KEEP
01168259-v	piknik	KEEP	O	1	English	DELETE
06693502-n	puja	KEEP	None	1	English	KEEP
01233156-n	kunjungi	KEEP	X	6	Slovene, Polish, Greek, Arabic, Portuguese, English	KEEP
01398919-v	pukuli	KEEP	None	1	Thai	KEEP
14429484-n	rengking	DELETE	X	1	Spanish	KEEP
00693237-a	mendalam	KEEP	O	None	None	KEEP
00683280-v	percaya	KEEP	Y	1	Portuguese	KEEP
01157517-v	menggunakan habis	DELETE	X	1	English	DELETE
00663353-v	disimak	KEEP	X	2	English, Serbo-Croatian	KEEP
05563770-n	tangan	KEEP	Y	1	English	KEEP
02297948-v	memberi	KEEP	O	1	English	DELETE
07843464-n	souffle	KEEP	None	None	None	KEEP
02206619-v	makan	DELETE	O	1	English	DELETE
09409512-n	bubungan	KEEP	O	1	Serbo-Croatian	KEEP
01326528-v	membinasakan	DELETE	O	1	Finnish	KEEP
02202854-a	enam	KEEP	None	None	None	KEEP
02152446-n	sayap	KEEP	O	1	English	KEEP
00010914-r	baru	KEEP	None	1	English	KEEP
02620587-v	terdiri dari	KEEP	X	1	Finnish	KEEP
02295998-a	norma	DELETE	Y	1	English	KEEP
90000144-n	lord vinayagar	KEEP	None	None	None	KEEP
02236624-v	membenarkan masuk	DELETE	X	1	Finnish	KEEP
13327676-n	kehilangan	KEEP	Y	1	Polish	KEEP
02679012-v	layak	KEEP	Y	1	Slovene	KEEP
02685951-v	lalu	DELETE	O	1	Finnish	KEEP
02680814-v	jangan	KEEP	O	1	Arabic	KEEP
13767239-n	segelas	KEEP	None	1	Thai	KEEP
05849789-n	fitur	KEEP	None	3	Slovene, Greek, Japanese	KEEP
80000869-a	multi-sensorik	KEEP	None	None	None	KEEP
09792555-n	nenek moyang	KEEP	Y	1	English	KEEP
01982186-a	lambang	KEEP	O	None	None	KEEP
02202928-v	jaga	KEEP	O	1	English	DELETE
02238085-v	berlaku	DELETE	O	1	Slovene	KEEP
02336109-a	cukup	KEEP	O	None	None	KEEP
00789448-v	pesanlah	KEEP	None	1	English	KEEP
90000019-n	Citarasa Melayu	KEEP	None	None	None	KEEP
01192628-v	boleh	KEEP	O	1	Portuguese	KEEP
02664769-v	se-	KEEP	None	1	Finnish	KEEP
04334599-n	street	KEEP	None	None	None	KEEP
01362736-v	cat	KEEP	Y	1	Mandarin Chinese	KEEP
07581931-n	koktail	KEEP	O	None	None	KEEP
01602330-a	selatan	KEEP	O	1	English	KEEP
01692969-a	luar	KEEP	O	1	Finnish	KEEP
14486122-n	antisipasi	KEEP	O	2	Slovene, English	KEEP
00087736-v	makan	DELETE	O	1	English	DELETE
00971660-a	keren	KEEP	None	None	None	KEEP
00320852-n	hal memperkenalkan seseorang	DELETE	X	2	Portuguese, English	KEEP
01086545-a	kosong	KEEP	Y	1	Finnish	KEEP
02672187-v	menandingi	KEEP	O	1	Japanese	KEEP
13965274-n	perkawinan	KEEP	None	None	None	KEEP
02394183-v	menduduki	KEEP	L	1	English	KEEP
01462005-v	mencampur	DELETE	O	2	Greek, English	KEEP
07684289-n	naans	KEEP	X	None	None	KEEP
00049003-n	laluan masuk	DELETE	X	1	English	KEEP
03003616-a	inggris	KEEP	O	1	English	KEEP
00019339-r	pernah	DELETE	O	1	Japanese	KEEP
13883494-n	kotak	KEEP	O	1	English	KEEP
02603699-v	insan	DELETE	O	1	Finnish	KEEP
02110220-v	merasakan	KEEP	O	1	Japanese	KEEP
12522493-n	rosewood	KEEP	None	None	None	KEEP
80000379-n	Grimesby Roylott	KEEP	None	None	None	KEEP
01189113-v	perlu	KEEP	O	1	Finnish	KEEP
01579128-a	lalu	DELETE	O	None	None	KEEP
00340403-r	langsung	KEEP	O	None	None	KEEP
08558155-n	kerajaan	KEEP	O	1	English	KEEP
03083069-a	melayu	KEEP	L	1	English	KEEP
09411430-n	mei	KEEP	None	8	Spanish, Polish, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English	KEEP
90000159-n	Shang Antiques	KEEP	None	None	None	KEEP
80001230-x	ia	KEEP	None	None	None	KEEP
05790758-n	kegemaran	KEEP	O	3	Portuguese, English, Japanese	KEEP
06892016-n	aksi	KEEP	None	1	English	KEEP
00407848-v	disiapkan	KEEP	X	1	English	DELETE
02563327-v	melakukan	KEEP	O	1	Finnish	KEEP
08908954-n	sumatera	KEEP	None	3	Portuguese, Greek, English	KEEP
05751794-n	culture	KEEP	None	1	Spanish	KEEP
07575076-n	makan siang	KEEP	O	1	Spanish	KEEP
01678729-a	khas	KEEP	O	None	None	KEEP
02269635-a	setiap	KEEP	L	None	None	KEEP
03974215-n	ujung	DELETE	None	1	Japanese	KEEP
01769693-v	mempengaruhi	KEEP	None	None	None	KEEP
08514034-n	training centre bonsai	KEEP	None	1	Thai	KEEP
00654885-n	layanan	KEEP	Y	1	Spanish	KEEP
90000044-n	Il Lido	KEEP	None	None	None	KEEP
02022162-v	berhasil	KEEP	O	None	None	KEEP
09923673-n	rakyat	KEEP	Y	1	English	KEEP
11105778-n	rudyard kipling	KEEP	None	None	None	KEEP
01106405-a	tempatan	DELETE	O	None	None	KEEP
15166191-n	petang	KEEP	Y	9	Slovene, Polish, Japanese, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English	KEEP
01108716-a	teknis	KEEP	O	2	Finnish, English	KEEP
05667404-n	adat	KEEP	Y	3	Portuguese, Spanish, English	KEEP
07498210-n	citarasa	KEEP	X	1	Serbo-Croatian	KEEP
02686471-v	mengajak	DELETE	O	1	Spanish	KEEP
08593262-n	deretan	DELETE	O	1	Portuguese	KEEP
02342132-v	menambah	KEEP	O	2	Slovene, Finnish	KEEP
08963813-n	kuala lumpur	KEEP	None	None	None	KEEP
01621219-v	menyapu bersih	KEEP	X	1	Portuguese	KEEP
03874965-n	pagoda	KEEP	O	None	None	KEEP
01051410-a	celaka	KEEP	L	None	None	KEEP
10595164-n	adik	KEEP	O	2	Portuguese, Spanish	KEEP
00484166-v	selesai	KEEP	O	3	Portuguese, Slovene, Japanese	KEEP
01674242-a	akhbar harian	DELETE	X	None	None	KEEP
01197014-v	makan	DELETE	O	1	Slovene	KEEP
00220082-a	cantik	KEEP	O	None	None	KEEP
02867783-a	musik	KEEP	None	2	Greek, Arabic	KEEP
03109486-n	sudut	KEEP	O	1	Polish	KEEP
09963574-n	juru masak	KEEP	None	4	Portuguese, Greek, Finnish, Spanish	KEEP
00264386-v	kembang	KEEP	O	1	Finnish	KEEP
10401829-n	peserta	KEEP	Y	None	None	KEEP
00674607-v	memilih	KEEP	Y	1	Finnish	KEEP
04400499-n	telegraf	KEEP	O	3	Portuguese, Finnish, English	KEEP
14988741-n	henna	KEEP	None	2	Portuguese, English	KEEP
02935658-n	gerai	KEEP	Y	1	Japanese	KEEP
00431447-a	jernih	KEEP	O	1	Spanish	KEEP
09379111-n	luang	KEEP	O	2	Spanish, Finnish	KEEP
80001085-n	Madam	KEEP	None	None	None	KEEP
01664172-v	membetulkan	DELETE	O	1	Finnish	KEEP
05813822-n	suvenir	KEEP	Y	4	Spanish, Finnish, English, Japanese	KEEP
00410247-n	pola	KEEP	O	2	Portuguese, Finnish	KEEP
01148296-v	melindungi	KEEP	O	1	Finnish	KEEP
01824736-v	harap	DELETE	O	1	Portuguese	KEEP
00173338-v	mengambil contoh darah	DELETE	X	1	Serbo-Croatian	KEEP
01055360-n	singgah	KEEP	O	2	Slovene, English	KEEP
02140033-v	pameran	KEEP	Y	1	English	KEEP
02993094-a	futuristik	KEEP	O	None	None	KEEP
00343226-a	nasib	KEEP	O	None	None	KEEP
01110274-n	perdagangan	KEEP	Y	1	Spanish	KEEP
01158181-v	membazirkan	DELETE	None	1	Finnish	KEEP
05941423-n	kepercayaan	KEEP	Y	1	Portuguese	KEEP
05915034-n	haji	KEEP	O	1	Slovene	KEEP
02685951-v	mengulurkan	DELETE	O	1	Finnish	KEEP
00767635-v	menawarkan	KEEP	O	3	Finnish, English, Thai	KEEP
02911627-a	statistik	KEEP	Y	1	Portuguese	KEEP
00537682-n	tari rakyat	KEEP	None	None	None	KEEP
10156831-n	hakka	KEEP	None	None	None	KEEP
02236124-v	membawa	DELETE	O	1	English	DELETE
03073977-n	tiang	KEEP	Y	5	Slovene, Finnish, Thai, Mandarin Chinese, English	KEEP
06689297-n	izin	KEEP	X	1	Greek	KEEP
08594286-n	leluhur	DELETE	O	1	Arabic	KEEP
00522885-a	lengkap	KEEP	O	None	None	KEEP
01726172-v	memainkan	KEEP	O	1	Slovene	KEEP
13265011-n	oleh-oleh	KEEP	O	1	Portuguese	KEEP
00522463-a	lengkap	KEEP	O	None	None	KEEP
00021265-n	gizi	KEEP	Y	1	Spanish	KEEP
06619065-n	acara	KEEP	Y	1	English	KEEP
15208333-n	hari	KEEP	O	1	Portuguese	KEEP
07490579-n	olah	KEEP	O	1	Portuguese	KEEP
01999798-v	mengiring	DELETE	O	2	Portuguese, Spanish	KEEP
01983548-a	hormat	KEEP	None	None	None	KEEP
01580050-a	perlu	KEEP	Y	6	Spanish, Japanese, Greek, Thai, Portuguese, English	KEEP
10415638-n	penari	KEEP	O	1	Greek	KEEP
01923414-v	naiklah	KEEP	None	1	Finnish	KEEP
00306663-a	bisa	KEEP	None	None	None	KEEP
08621598-n	keadaan	DELETE	O	1	Greek	KEEP
00413239-n	kebiasaan	KEEP	O	5	Polish, Greek, Finnish, Portuguese, English	KEEP
00246296-r	sekadar	KEEP	O	1	Japanese	KEEP
01181295-v	beralaskan	KEEP	None	1	English	KEEP
00668805-v	menyetujui	DELETE	Y	3	Slovene, Finnish, English	KEEP
76100074-x	pucuk	KEEP	None	None	None	KEEP
08615374-n	taman	KEEP	Y	1	Portuguese	KEEP
05261566-n	berjenggot	KEEP	None	3	Slovene, Greek, Finnish	KEEP
00024073-r	tiada	KEEP	O	1	Portuguese	KEEP
00428270-n	seni tari	KEEP	O	3	Portuguese, Spanish, Polish	KEEP
01277426-a	utama	KEEP	Y	None	None	KEEP
00884011-v	janjikan	KEEP	None	1	Finnish	KEEP
15129927-n	pukul	KEEP	Y	1	Portuguese	KEEP
01435380-v	mengirimkan	KEEP	O	2	Finnish, Serbo-Croatian	KEEP
01666327-v	menjahit	KEEP	O	1	English	DELETE
00120675-v	menjadi	KEEP	O	1	Spanish	KEEP
08172877-n	asia	KEEP	None	None	None	KEEP
03953416-n	tempat ibadah	KEEP	X	1	Portuguese	KEEP
03670849-n	tali	DELETE	O	1	Portuguese	KEEP
00488187-a	menghairankan	DELETE	None	None	None	KEEP
01537134-n	burung	KEEP	O	None	None	KEEP
00081836-n	perbelanjaan	KEEP	Y	3	Slovene, English, Japanese	KEEP
06696483-n	kehormatan	KEEP	O	1	Slovene	KEEP
02222318-v	membuang	KEEP	O	1	Spanish	KEEP
02686471-v	mengemudikan	DELETE	O	1	Spanish	KEEP
01410606-a	menyerupai	KEEP	Y	1	English	KEEP
13254443-n	hibah	KEEP	O	3	Polish, Finnish, English	KEEP
13987219-n	kenyamanan	KEEP	Y	1	English	KEEP
02079933-v	bawa	KEEP	O	1	English	DELETE
13954253-n	ada	KEEP	O	1	Mandarin Chinese	KEEP
00310347-n	trekking	KEEP	None	None	None	KEEP
00011093-r	baik-baik	KEEP	O	1	Japanese	KEEP
02706816-v	menantang	KEEP	O	1	Mandarin Chinese	KEEP
03670208-n	limo	KEEP	None	8	Polish, Japanese, Greek, Finnish, Thai, Portuguese, English, Serbo-Croatian	KEEP
05933834-n	latar	KEEP	O	1	Spanish	KEEP
01028655-n	ibadat	KEEP	O	1	Polish	KEEP
01387319-a	besar	KEEP	Y	None	None	KEEP
07006712-n	pentas	KEEP	O	2	Portuguese, Polish	KEEP
01645601-v	menyebabkan timbulnya sesuatu	DELETE	X	1	English	DELETE
01603518-a	tenggara	KEEP	O	None	None	KEEP
02024143-a	kaya	KEEP	O	3	Portuguese, Polish, English	KEEP
02109645-v	berjangkit	DELETE	O	1	English	DELETE
00505853-a	unik	KEEP	Y	None	None	KEEP
06862202-n	tempat	DELETE	O	3	Portuguese, Finnish, English	KEEP
02236124-v	mengambil	DELETE	O	1	English	DELETE
00049003-n	hal memperkenalkan seseorang	DELETE	X	1	English	KEEP
00666058-a	kini	KEEP	Y	1	Polish	KEEP
08506641-n	medan pertempuran	KEEP	O	1	English	KEEP
00324560-v	panggang	KEEP	L	1	English	KEEP
04473432-n	transportasi	KEEP	O	1	Japanese	KEEP
00488187-a	tersendiri	DELETE	O	None	None	KEEP
00734054-v	berpikir-pikir	DELETE	O	1	Finnish	KEEP
14475661-n	kerugian	KEEP	O	1	Finnish	KEEP
13549672-n	pelepasan	KEEP	O	1	Mandarin Chinese	KEEP
01323958-v	membunuh	KEEP	Y	1	Japanese	KEEP
03117012-a	thai	KEEP	None	1	English	KEEP
00493297-a	rakyat	KEEP	O	None	None	KEEP
08642517-n	sekitar	KEEP	O	4	Portuguese, Finnish, English, Spanish	KEEP
00331030-a	tengah	KEEP	O	None	None	KEEP
00339934-v	terjadi	KEEP	Y	1	English	KEEP
01912159-v	melewati	KEEP	None	1	English	KEEP
07583197-n	soup	KEEP	None	1	Finnish	KEEP
13352138-n	cagar	KEEP	Y	5	Polish, Japanese, Portuguese, Mandarin Chinese, English	KEEP
01233156-n	kunjungan	KEEP	O	6	Slovene, Polish, Greek, Arabic, Portuguese, English	KEEP
06740402-n	sebab	KEEP	O	1	Finnish	KEEP
09975425-n	seniman	KEEP	O	None	None	KEEP
02457233-v	menghormati	KEEP	O	2	Mandarin Chinese, English	KEEP
00007846-n	ada orang	DELETE	X	1	Arabic	KEEP
00589344-a	terpuaskan	KEEP	X	None	None	KEEP
02623906-v	mencolot	DELETE	O	1	English	DELETE
01654628-v	membuat	KEEP	O	1	Slovene	KEEP
06791372-n	tanda	KEEP	Y	1	Spanish	KEEP
02747709-v	meneruskan	DELETE	O	None	None	KEEP
01481360-v	gantung	KEEP	Y	1	Japanese	KEEP
00770437-v	menggalakkan	DELETE	O	1	English	DELETE
01428578-v	melakukan	DELETE	O	1	Slovene	KEEP
07136940-n	obrolan	KEEP	None	1	English	KEEP
01375831-a	nama	KEEP	None	None	None	KEEP
08561583-n	selatan	KEEP	O	1	English	KEEP
02192090-a	59	KEEP	None	None	None	KEEP
01805982-v	menghargai	KEEP	O	1	Arabic	KEEP
02191040-a	48	KEEP	None	None	None	KEEP
02914991-n	chinatown complex	KEEP	None	None	None	KEEP
00069472-r	pada	DELETE	O	1	English	KEEP
07248801-n	iklan	KEEP	Y	2	Portuguese, Finnish	KEEP
09437454-n	tebing	KEEP	O	1	Portuguese	KEEP
01427127-v	mempunyai	DELETE	O	1	English	DELETE
07666071-n	perkedel	KEEP	O	None	None	KEEP
01971237-a	bersaudara	KEEP	Y	None	None	KEEP
02456493-v	dikebumikan	KEEP	None	1	English	KEEP
03725717-n	batu	KEEP	O	None	None	KEEP
02708420-v	melewati	KEEP	None	1	English	KEEP
01251128-a	dingin	KEEP	Y	1	Thai	KEEP
00118363-r	agar	KEEP	None	1	Portuguese	KEEP
76100069-x	buah	KEEP	None	None	None	KEEP
14438788-n	reputasi	KEEP	Y	1	Finnish	KEEP
03255648-n	orang-orangan	KEEP	None	1	Slovene	KEEP
02472223-v	dicatat	KEEP	X	1	Arabic	KEEP
01795203-a	ramai	KEEP	O	None	None	KEEP
03671668-n	deretan	DELETE	O	2	Polish, English	KEEP
02153174-a	khusus	KEEP	O	None	None	KEEP
13910384-n	kekosongan	DELETE	Y	1	Spanish	KEEP
00077645-a	ngeri	KEEP	None	1	Japanese	KEEP
80000126-n	wanton mee	KEEP	None	None	None	KEEP
01151110-v	melatih	DELETE	O	1	Finnish	KEEP
01948450-v	berselancar	KEEP	None	None	None	KEEP
01636221-v	menggambarkan	KEEP	O	1	Finnish	KEEP
00190115-a	sadar	KEEP	O	2	Finnish, English	KEEP
00599992-v	belajar	KEEP	O	1	Arabic	KEEP
07221094-n	cerita	KEEP	X	1	Thai	KEEP
13791389-n	sehubungan	KEEP	None	1	Japanese	KEEP
08182379-n	keramaian	KEEP	Y	1	Spanish	KEEP
00992133-a	lemak	KEEP	O	None	None	KEEP
01818235-v	menganjurkan	KEEP	O	1	Greek	KEEP
03740161-n	obat-obatan	KEEP	None	1	Polish	KEEP
08593924-n	garis keturunan	DELETE	X	1	Portuguese	KEEP
01197014-v	mengalami	DELETE	O	1	Slovene	KEEP
07126383-n	rintihan	KEEP	O	None	None	KEEP
10077593-n	penggila	KEEP	None	1	Portuguese	KEEP
00027384-r	bagaimanapun	KEEP	None	2	Finnish, Japanese	KEEP
01577635-v	mencemplungkan	KEEP	None	2	Finnish, Japanese	KEEP
00049003-n	masuk	KEEP	L	1	English	KEEP
76100096-x	untai	KEEP	None	None	None	KEEP
02603699-v	ada	KEEP	O	1	Finnish	KEEP
80000823-r	waktu	KEEP	None	None	None	KEEP
02644234-v	mendominasi	KEEP	O	1	English	DELETE
07450651-n	raya	KEEP	Y	1	Arabic	KEEP
04677514-n	paras	DELETE	None	1	Japanese	KEEP
02542280-v	turut	KEEP	Y	1	Slovene	KEEP
01555732-a	sebagian besar	KEEP	O	None	None	KEEP
02327200-v	membekalkan	DELETE	Y	1	Finnish	KEEP
00941990-v	bicara	KEEP	M	1	Spanish	KEEP
09303008-n	bukit	KEEP	Y	1	Portuguese	KEEP
02611827-v	bintang	KEEP	None	None	None	KEEP
00618944-a	kukus	KEEP	O	None	None	KEEP
08900377-n	terusan suez	KEEP	X	None	None	KEEP
90000140-n	john little	KEEP	None	None	None	KEEP
01662771-v	mengacu	KEEP	O	1	English	DELETE
02329413-v	bertiket	KEEP	X	1	English	DELETE
01737923-v	ulang	KEEP	None	None	None	KEEP
00042757-n	berangkat	KEEP	Y	1	Spanish	KEEP
01106405-a	setempat	KEEP	O	None	None	KEEP
00211517-r	rohani	KEEP	O	None	None	KEEP
03748886-n	barang	KEEP	None	1	Thai	KEEP
07719616-n	tauge	KEEP	O	1	Thai	KEEP
05035353-n	daya	KEEP	X	1	Greek	KEEP
00112828-n	klik	KEEP	L	1	English	KEEP
01343918-a	menarik	KEEP	O	1	Japanese	KEEP
03584829-n	besi	DELETE	O	9	Slovene, Spanish, Polish, Japanese, Greek, Finnish, Thai, Portuguese, Mandarin Chinese	KEEP
00431774-a	bening	KEEP	O	None	None	KEEP
00455919-v	lengkapi	KEEP	None	None	None	KEEP
80002008-n	ayam bakar	KEEP	None	None	None	KEEP
90000215-n	stb	KEEP	None	None	None	KEEP
02717102-v	mengarik	DELETE	O	1	English	DELETE
07227772-n	komitmen	KEEP	O	1	Slovene	KEEP
00770437-v	mempunyai	DELETE	O	1	English	DELETE
02431728-a	lelah	KEEP	Y	None	None	KEEP
00048374-n	kedatangan	KEEP	O	8	Slovene, Spanish, Japanese, Greek, Finnish, Thai, Portuguese, English	KEEP
02427103-v	dibangun	KEEP	None	1	Slovene	KEEP
00118965-r	dahulu	KEEP	O	1	Japanese	KEEP
07844042-n	susu	KEEP	Y	1	Spanish	KEEP
01761706-v	membangkitkan	KEEP	O	1	English	DELETE
00023271-n	pengetahuan	KEEP	O	1	Greek	KEEP
01643620-a	lawas	KEEP	Y	1	English	KEEP
08457976-n	seri	KEEP	None	1	Greek	KEEP
90000181-n	india utara	KEEP	None	None	None	KEEP
08600443-n	monumen	KEEP	O	4	Portuguese, Polish, Finnish, English	KEEP
00382635-v	mengubah	KEEP	O	1	Portuguese	KEEP
09257949-n	kulit	KEEP	O	1	Spanish	KEEP
15122231-n	kala	KEEP	O	1	English	KEEP
13128365-n	ubi	KEEP	O	3	Portuguese, Polish, English	KEEP
02186338-a	salah satu	KEEP	None	None	None	KEEP
00897746-v	tanyakan	KEEP	None	1	Slovene	KEEP
00583991-v	meningkatkan	KEEP	O	None	None	KEEP
01864230-v	mulai	KEEP	O	1	Slovene	KEEP
07231532-n	berani	KEEP	O	2	Portuguese, Finnish	KEEP
01067694-a	segar	KEEP	Y	1	Spanish	KEEP
02717102-v	mendukung	DELETE	O	1	English	DELETE
09052652-n	utara	KEEP	O	1	English	KEEP
00615757-a	masak	KEEP	O	1	English	KEEP
05149325-n	guna	KEEP	O	1	Slovene	KEEP
07164546-n	menawarkan	KEEP	Y	1	English	KEEP
15210870-n	maret	KEEP	O	7	Spanish, Polish, Greek, Finnish, Portuguese, Mandarin Chinese, English	KEEP
01999218-v	menuntun	DELETE	O	1	Arabic	KEEP
02022167-a	kaya	KEEP	O	None	None	KEEP
00031921-n	hubungan	KEEP	O	4	Spanish, Greek, Finnish, Japanese	KEEP
01638438-a	orang perempuan tua	DELETE	X	1	English	KEEP
01195299-v	rasakan	KEEP	None	6	Spanish, Japanese, Finnish, Portuguese, English, Serbo-Croatian	KEEP
02717102-v	bawa	KEEP	O	1	English	DELETE
00409440-a	hitam	KEEP	O	1	English	KEEP
02209936-v	makan	DELETE	O	1	Finnish	KEEP
01824736-v	ingin	KEEP	O	1	Portuguese	KEEP
07540602-n	kebagian	KEEP	None	None	None	KEEP
02813645-n	pasar	KEEP	O	1	Portuguese	KEEP
00087736-v	mengecutkan	DELETE	O	1	English	DELETE
10208583-n	orang dalam	KEEP	Y	None	None	KEEP
05711915-n	lagu	KEEP	O	4	Slovene, Finnish, English, Spanish	KEEP
08510456-n	tempat kelahiran	KEEP	X	1	Japanese	KEEP
01999798-v	membawa	KEEP	O	2	Portuguese, Spanish	KEEP
02614181-v	orang	DELETE	O	1	Finnish	KEEP
01188342-v	kenyang	KEEP	O	1	Thai	KEEP
07626602-n	sirup jagung	DELETE	X	None	None	KEEP
02674564-v	menonjol	KEEP	O	2	Slovene, English	KEEP
01326528-v	meniadakan	DELETE	O	1	Finnish	KEEP
00850183-a	terlezat	KEEP	None	None	None	KEEP
02020590-v	sampai di/ke	DELETE	X	2	Spanish, Finnish	KEEP
08544593-n	sudut	KEEP	O	None	None	KEEP
02964389-n	kargo	KEEP	O	1	Spanish	KEEP
04267165-n	spandeks	KEEP	X	None	None	KEEP
05198427-n	yurisdiksi	KEEP	O	4	Portuguese, Greek, Spanish, English	KEEP
02526085-v	menjayakan	DELETE	Y	1	Spanish	KEEP
01462005-v	campurkan	DELETE	X	2	Greek, English	KEEP
09385137-n	irisan	KEEP	O	1	Thai	KEEP
01553340-a	sejumlah	KEEP	None	None	None	KEEP
00002684-n	benda	KEEP	Y	1	Finnish	KEEP
00107416-r	ini baru	KEEP	None	1	English	KEEP
02472987-n	orang	KEEP	O	1	English	KEEP
00979870-v	mengatakan	KEEP	O	1	Slovene	KEEP
02163746-v	dilihat	DELETE	X	1	Arabic	KEEP
01827858-v	mengagumi	KEEP	Y	1	Japanese	KEEP
14016361-n	letih	KEEP	O	5	Slovene, Polish, Japanese, Portuguese, English	KEEP
04025130-n	boneka	KEEP	O	2	Portuguese, Slovene	KEEP
00405645-r	lain satu sama	KEEP	None	None	None	KEEP
00027167-n	lokasi	KEEP	Y	1	Greek	KEEP
02243630-v	menjual	KEEP	O	1	Slovene	KEEP
01664172-v	bersiapkan	DELETE	X	1	Finnish	KEEP
02510455-n	panda	KEEP	None	None	None	KEEP
01282014-a	mengagumkan	KEEP	Y	4	Portuguese, Finnish, English, Spanish	KEEP
80001582-n	pusat pedagang kaki lima	KEEP	None	None	None	KEEP
00772967-v	menghadirkan	KEEP	O	1	Slovene	KEEP
04296562-n	marina bay floating platform	KEEP	None	1	Portuguese	KEEP
02368336-a	semanis	KEEP	None	1	Portuguese	KEEP
03541696-n	hotel	KEEP	Y	1	Mandarin Chinese	KEEP
01158181-v	habiskan wang	DELETE	X	1	Finnish	KEEP
03541696-n	inn	KEEP	None	1	Mandarin Chinese	KEEP
02707659-a	kuliner	KEEP	X	2	Portuguese, English	KEEP
05840431-n	sifat	KEEP	O	1	Polish	KEEP
08337324-n	kantor	KEEP	O	1	Polish	KEEP
01824339-v	ingin	KEEP	O	1	Japanese	KEEP
09139508-n	pierre	KEEP	None	None	None	KEEP
03671473-n	rangka	DELETE	O	1	Polish	KEEP
03405725-n	perabotan	KEEP	None	8	Slovene, Spanish, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English	KEEP
01807882-v	menarik	KEEP	Y	1	Japanese	KEEP
05190804-n	kekuatan	KEEP	O	1	Polish	KEEP
00017445-r	bahkan	KEEP	O	2	Finnish, English	KEEP
02587532-v	dapat	DELETE	O	1	Finnish	KEEP
02192992-v	mencicipi	KEEP	O	1	Spanish	KEEP
07577374-n	kudapan	KEEP	X	1	English	KEEP
01002740-v	memfilmkan	KEEP	None	1	English	KEEP
03528263-n	perangkat	KEEP	Y	None	None	KEEP
00207366-r	hari ini	KEEP	X	1	Portuguese	KEEP
03636649-n	lampu	KEEP	Y	1	Slovene	KEEP
02203362-v	mempunyai	KEEP	Y	1	English	KEEP
02609764-v	berakhir	KEEP	O	1	Arabic	KEEP
01579128-a	lalu	KEEP	O	None	None	KEEP
01824736-v	kayak	DELETE	O	1	Portuguese	KEEP
02206619-v	menawan	KEEP	O	1	English	DELETE
00431552-n	hobi	KEEP	Y	2	Slovene, Japanese	KEEP
09786585-n	amatir	KEEP	O	4	Portuguese, Polish, English, Thai	KEEP
00488187-a	di luar dugaan	DELETE	None	None	None	KEEP
09004068-n	moskow	KEEP	X	5	Japanese, Greek, Finnish, Portuguese, English	KEEP
00652900-v	membandingkan	KEEP	Y	1	Arabic	KEEP
02186470-a	dua	KEEP	O	None	None	KEEP
01110517-v	mengatasi	KEEP	O	1	English	DELETE
01727303-a	semula jadi	DELETE	None	None	None	KEEP
01862918-v	singgah	KEEP	O	1	Japanese	KEEP
15237044-n	musim semi	KEEP	O	1	English	KEEP
02300624-a	terjamu	KEEP	None	None	None	KEEP
07289358-n	hidangan istimewa	KEEP	X	1	English	KEEP
07841037-n	putih telur	KEEP	O	1	English	KEEP
05835747-n	berkonsep	KEEP	None	8	Spanish, Japanese, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English	KEEP
00362103-n	potongan harga	KEEP	X	6	Slovene, Japanese, Greek, Portuguese, Mandarin Chinese, English	KEEP
02267989-v	membawa	DELETE	O	1	Spanish	KEEP
01751201-a	ideal	KEEP	Y	None	None	KEEP
05820620-n	misal	KEEP	Y	1	English	KEEP
07648549-n	wing	KEEP	None	1	Japanese	KEEP
02579136-a	rohani	KEEP	L	None	None	KEEP
01686439-a	unik	KEEP	Y	1	English	KEEP
00406243-v	bersiap	KEEP	O	1	Finnish	KEEP
01209576-n	layanan	KEEP	Y	2	Portuguese, Spanish	KEEP
07721456-n	cabai	KEEP	O	4	Greek, Finnish, English, Thai	KEEP
02627934-v	perlu	KEEP	O	1	English	DELETE
10492202-n	penarik	KEEP	None	None	None	KEEP
00094448-a	berjiwa	KEEP	Y	1	Finnish	KEEP
02238085-v	dapatkan	DELETE	X	1	Slovene	KEEP
02125409-a	menetap	KEEP	O	1	English	KEEP
03804744-n	paku	KEEP	Y	1	English	KEEP
07609840-n	pencuci mulut	KEEP	Y	6	Slovene, Polish, Japanese, Finnish, Portuguese, English	KEEP
00689344-v	berpikir	KEEP	O	1	Arabic	KEEP
90000199-n	you tiao	KEEP	None	None	None	KEEP
02157557-n	ekor	KEEP	Y	2	Portuguese, Polish	KEEP
07655505-n	kaki	KEEP	Y	1	Slovene	KEEP
