tag	clemma
09940146-n	badut
90000184-n	parade chingay
02626604-v	berubah menjadi
15136147-n	minggu
00056930-v	menyambut
15170331-n	dua minggu
15237044-n	musim semi
04350905-n	kostum
03724870-n	topeng
01686956-v	pertunjukan
00264386-v	kembang
15151379-n	tahun 1990an
02636516-v	mempunyai
00329831-a	sentral
00341917-v	mendatang
90000034-n	formula one pit building
05839024-n	bagai
02210119-v	menampung
09885334-n	penonton
04835950-n	aksi
06880664-n	perlambang
14486122-n	antisipasi
00425071-v	datang
04628192-n	kehangatan
02586458-v	mempesona
02077148-v	kembang
02037708-a	gagah
00262792-a	berani
01878719-v	meliuk-liuk
07260623-n	piawai
00402731-a	menyala
00262792-a	gagah berani
00690058-a	dalam
02004009-v	mengikuti
00537192-n	samba
01069638-v	memberi
14438541-n	reputasi
00283327-a	berkilauan
08946187-n	ghana
08818444-n	slovenia
02678839-v	memukau
01905653-a	sejati
01629958-v	hadirkan
13985818-n	semangat
01764800-v	menenangkan
01764800-v	menenangkan hati
08615374-n	chinese garden
01722980-v	penataan
14514805-n	kekaisaran
01604226-a	utara
01339730-a	didesain
03122400-a	taiwan
09805475-n	yuen-chen yu
03874965-n	pagoda
01283508-a	megah
13969243-n	harmonis
13934596-n	sekitar
14513944-n	lingkungan sekitar
01917980-v	berjalan-jalan
03640660-n	jalan
03899533-n	setapak
00498068-r	berkelok-kelok
02579469-a	jalinan
09416076-n	bebatuan
09448361-n	sungai
02066939-v	mengalir
01455412-a	lembut
13111881-n	bonsai
03417345-n	suzhou
13104059-n	pohon
02346136-v	impor
01654628-v	membuat
00893955-n	training
08514034-n	training centre bonsai
00566099-a	terhubung
02965043-a	japanese
09403427-n	pelangi
02829696-n	lengkungan
03878066-n	palace
08615374-n	japanese garden
02898711-n	17 lengkungan
03878066-n	summer palace
02898711-n	jembatan 17 lengkungan
02898711-n	pai hung ch'iao
00813978-v	bicara
05923696-n	sejati
01161561-v	memanfaatkan
03365991-n	berlantai-lantai
03528263-n	perangkat
06566077-n	piranti
06566077-n	lunak
04404412-n	televisi
01570403-v	memasang
01209576-n	service
08997801-n	star
06806469-n	lambang
02631659-v	membanggakan
02689299-v	tersebar
01484083-a	wanita
01471538-a	utama
02594674-v	menemui
80000410-n	zara
00155488-r	kemudian
80001042-n	uniqlo
03671668-n	garis
05750948-n	potongan
00496422-a	ramah
00094545-r	di atas
04533946-n	dvd
08368757-n	ekosistem
09347779-n	rawa
00220600-a	indah
00015388-n	makhluk
00183879-v	termasuk
08110373-n	spesies
02159955-n	serangga
02493030-v	berkunjung
02336449-a	tidak cukup
03745146-n	kebun binatang
02714800-a	drama
00963570-v	berbahasa
00097504-n	prestasi
05677504-n	rasa
05675905-n	kesadaran
90000027-n	drama box
15203791-n	1990
01932482-v	dipimpin
09952539-n	direktur
05704694-n	fokus
10759151-n	relawan
00257269-v	mengembangkan
06210791-n	sudut
00689344-v	pandang
02110793-v	mendapat
01211019-n	dukungan
00250484-r	seiring
07152259-n	slogan
02497062-v	membebaskan
00059547-r	seringkali
01686956-v	menampilkan
06891493-n	pementasan
02593107-v	bekerja
06893285-n	penampilan
01651444-v	mengorganisir
00120252-a	yang hidup
02416278-v	bekerja sama
01653873-v	dibuat
07621618-n	hiasi
07942152-n	teochew
07722485-n	daun bawang
00393105-a	putih”
00409440-a	hitam”
90000072-n	newton food centre
00767635-v	menawarkan
00527801-v	diawetkan
02318464-a	lempengan
00327145-v	ukus
00008007-r	seluruh
01264336-a	lucu
01258091-v	memotong-motong
13878951-n	kotak
03543254-n	wajan
07371293-n	suara
02174115-v	berdentang
07338552-n	hentaman
07377473-n	riuh
01857392-v	tinggallah
90000136-n	hai tien lo
02603699-v	adalah
07565161-n	makanan
02627666-v	hakka
02153174-a	sendiri
07770289-n	pare
07738353-n	kulit
07713074-n	terong
01731351-a	masa sekarang
01493173-a	masak
02547317-a	basah
01673946-a	biasa
01410223-v	menumbuk
02532028-n	herring
02958576-a	spanish
07781319-n	mackerel
03786901-n	lumpang
00053691-a	lengket
01180351-v	penyajian
02553234-a	kering
02533834-n	ikan bilis
07583197-n	soto
02324478-v	menambah
90000165-n	tanjong pagar
01028748-v	dinamai
00034213-n	fenomena
02646605-a	astronomi
01646075-v	membuat
02110552-v	merasa
01410606-a	bagai
02140965-v	melayang
08511970-n	bawah
09436708-n	langit
01580467-v	menyelimuti
05131647-n	ketinggian
00914421-a	tepatnya
01809321-v	terkagum-kagum
02162947-v	berkilau
01886488-v	menyelinap
07450651-n	raya
02763472-n	jalan raya
07285403-n	memesona
02123475-a	terpilih
00846052-a	yang terpilih
07792725-n	lobster
07579575-n	makanan utama
01196802-v	tuntaskan
14038993-n	hasrat
01166351-v	bersantap
07606278-n	mint
07843464-n	souffle
00484166-v	menyempurnakan
01075178-a	ramah
00071840-r	di sekelilingnya
02292125-v	mendapat
10599806-n	penyanyi
02427103-v	pendirinya
05748285-n	diferensiasi
04751305-n	variasi
00488187-a	tersendiri
02699941-v	selayak
07578363-n	berporsi
07586485-n	sup buntut
02015598-v	meninggalkan
00884011-v	janjikan
00609100-v	terlupakan
02413037-a	kwetiau
02280969-a	seru
08507558-n	awal
02259239-a	jual
02406916-v	merangkap
15169759-n	malam
02342132-v	menambah
13255145-n	penghasilan
00926505-a	tersisa
08507558-n	pada awalnya
00182406-v	menambah isi
00959827-v	terjemahkan
00007015-r	kira
00325328-v	menggoreng
07701372-n	tagliatelle
07579076-n	sedikit
12501202-n	asam
01959985-n	kerang
01418667-v	diaduk-aduk
12435152-n	daun bawang
12435777-n	daun bawang china
07804323-n	kwetiau
00992133-a	lemak
01068104-a	renyah
07672421-n	lemak babi
00153263-v	menambahkan
00429060-v	mengurangi
07673397-n	minyak
07709333-n	sayuran hijau
00120675-v	membuat
07709333-n	sayuran
02324478-v	memberikan
00229605-v	menambah
01582946-a	keseluruhan
04981139-n	suara
03880531-n	wajan
15055181-n	uap
01376245-v	menebarkan
01052611-a	harum
05849040-n	dimensi
07579076-n	mencicipinya
01024190-v	menyebutkan
00618878-v	mengenali
00882948-v	puji
08651735-n	langit
00269989-a	sinar
09358358-n	bulan
01919428-a	sepi
07786164-n	osyter
07842753-n	omelette
07787715-n	crab
00542359-a	tipis
80000119-n	kaya
07867421-n	fondue
80000119-n	srikaya
01192312-v	celup
02411705-n	domba
01258091-v	cincang
01176232-v	melayani
01828736-v	gemar
07679140-n	daging cincang
07666733-n	daging domba
01190948-v	nikmati
05725676-n	dingin
04335209-n	jalanan
15120346-n	kali
02126430-a	letak
00035058-r	sering kali
07997703-n	kategori
80000849-n	ronggeng
80000511-n	joget
00035058-r	seringkali
06619428-n	acara
07020239-n	variety
07020239-n	shows
04296562-n	panggung
04216634-n	ayakan
04507155-n	payung
01972820-a	berkaitan
01824339-v	menginginkan
07231294-n	tantangan
01316209-v	mencari
08544813-n	tanah
01477806-a	wanita
01108627-v	menaklukkan
00842199-a	keras
09786585-n	amatir
02871858-a	wilayah
00300441-n	penerbangan
10782940-n	juara
08492747-n	jalur penerbangan
13934596-n	suasana
01581305-a	berlebihan
03007130-n	kapel
03574004-n	inspirasi
01639230-a	kuno
04812268-n	elegan
02490877-v	rayakanlah
02679899-v	pertahankan
13955341-n	keaslian
01737923-v	cipta
01737923-v	ulang
04967191-n	kehijauan
01700414-a	rimbun
07736692-n	spinach
07858197-n	foie gras
01167780-v	bersantap
14524661-n	suasana
00511555-n	pesta
00348746-v	memulai
00238022-n	debut
15211484-n	mei
02359340-v	mendapatkan
14438125-n	reputasi
08407619-n	pertunjukan
02388950-v	bergaul
00225805-r	besar
02373015-v	bekerja
08166552-n	negeri
05768252-n	visi
01876261-a	berpandangan maju
00397405-v	lekang
00028270-n	waktu
01090308-a	fungsional
01389993-a	besar
00276225-r	di atas
01862386-a	ekskusif
07186148-n	undangan
02329413-v	bertiket
02007417-v	mengakses
02986757-n	catwalk
08252602-n	pesta
01998432-v	ikut
05051896-n	lanjutan
08523483-n	pusat
04203889-n	perbelanjaan
01882170-v	berjalan-jalanlah
04152593-n	layar
01692222-a	luar
13910384-n	ruangan
10291240-n	model
00166146-a	cantik
01380638-v	berkumpul
00517728-n	keramaian
07997703-n	kelas
01733462-a	lahir
00651145-v	diperlakukan
13815342-n	berskala
00897241-v	menyapa
08459648-n	rangkaian
00715074-v	menghabiskan
07884567-n	minuman
04954920-n	semarak
01346804-v	buka
01394744-a	kecil
02116118-v	merangsang
00034479-n	hal
13850148-n	terakhir
05611302-n	pikiran
00874092-a	aktif
05624042-n	bakat
01412286-a	menjanjikan
06648590-n	testamen
07006951-n	produksi
02387486-v	mendidik
00088367-n	didukung
05663671-n	pemerintah
01655505-v	membina
00603298-v	berkembang
01780740-a	jiwa
01991586-a	kuat
07221094-n	cerita
06372680-n	mitos
06373314-n	jalan cerita
05943300-n	falsafah
00514069-v	menyoroti
07545717-n	kebajikan
04877530-n	kesetiaan
07543288-n	cinta
04878101-n	patriotisme
01719302-v	memainkan
00720565-n	peran
01515280-a	aktif
02294436-v	menyebarkan
06253690-n	pesan
02676054-v	berkaitan
01740207-a	patriotik
00014285-r	banyak
02568672-v	dipraktikkan
01714208-v	dipentaskan
03800933-n	instrumen
80000095-n	erhu
03157348-n	cymbal
03114041-n	kostum
01284212-a	menyolok
00777522-v	mempesona
00693237-a	mendalam
02163602-a	hebat
02698782-a	pantai
90000075-n	no signboard seafood
09048127-n	east coast
09428628-n	tepi pantai
00084223-r	begitu
01104026-a	istimewa
02798769-n	dasar
00335768-a	pasti
02120451-v	menyengat
00381097-a	kemerahan
01511387-a	tajam
02337329-a	sedikit
15069820-n	pengental
04605726-n	salut
01664172-v	dibuat
01418667-v	kocok
07291794-n	akhir
02275209-a	mantap
06253690-n	pesanlah
01199751-a	sejenis
01192312-v	dicelupkan
00730758-v	membuat
14062725-n	ketagihan
14956325-n	lumpur
01978136-n	kepiting soka
00124353-a	laut
02604760-v	inilah
02936020-a	sebagai
00446921-a	hampir
02665282-v	mirip
00389231-a	hitam
07815839-n	lada hitam
06601327-n	maksud
00004722-r	melainkan
01410363-a	tidak sama
04081281-n	kedai makanan
80001017-n	malayalee
80000650-n	kerala
07797189-n	kakap
08654360-n	negara bagian
07797357-n	kakap merah
07680932-n	mantau
01197014-v	menghabiskan
07838073-n	saus
07860988-n	mantau
00082081-v	membantu
02535896-v	menetralkan
01071090-n	tahan
02719399-v	cenderung
00250056-r	seporsi
07579076-n	mencicipi
00525453-a	lengkapi
90000448-n	pappadam
07824988-n	acar
02071782-a	sama
05311054-n	mata
00455919-v	lengkapi
02385102-a	segelas
07926250-n	limun
01156834-v	coba
00850183-a	fine
00840517-n	dining
02264075-v	berkati
00527870-a	luas
02022162-v	menjadikan
01675190-a	luar biasa
07701244-n	olahan
00875141-v	rekomendasikan
00098625-n	pelayanan
00522463-a	sempurna
01060317-v	memberi
07164163-n	kesan
05682950-n	perhatian
01352067-a	mengganggu
00641158-a	sopan
13765396-n	sebotol
07891726-n	anggur
00775611-a	baik
01884176-a	berpotensi
01488245-a	matang
02498213-a	berpikiran
00412171-a	maju
00024073-r	tiada
80000839-n	canele
90000186-n	robertson walk
08673395-n	area
05812038-n	pusat
00378985-n	gabungan
07623136-n	pastri
05833840-n	ide
00221985-r	balik
06339416-n	gelar
10107303-n	penemu
00017445-r	sampai
00881661-v	memuji
04946553-n	rasa
08593262-n	rangka
00615774-v	selain
07579575-n	hidangan utama
07695965-n	sandwich
07588947-n	stew
00616913-a	braised
07892512-n	red wine
01662771-v	mengacu
01180351-v	disediakan
01749320-a	tepat
02610628-v	menutup
01800764-a	indah
00154966-v	meningkatkan
02102840-v	berkelana
15256714-n	ronde
13766733-n	secangkir
08562067-n	dunia
00729109-v	ditelusur
00074201-r	balik
07048000-n	lagu
07035870-n	hymne
08166552-n	rakyat
02864068-a	melodis
00650353-v	membedakan
07085375-n	penekan
07028373-n	melodi
00388094-r	staccato
04985198-n	nada
02971672-a	hindustani
08507558-n	asal
01856419-a	fundamental
02062670-a	tetap sama
02584981-a	layak
00663353-v	disimak
02661252-v	bervariasi
00521562-n	presentasi
00124659-v	kembalilah
01728919-a	silam
01728919-s	yang silam
15120823-n	masa silam
01728919-a	lampau
90000112-n	the heritage shop
15120823-n	masa lampau
15149180-n	1930-an
01387319-a	besar
02530861-a	ramah
00019609-r	senantiasa
06878071-n	senyuman
02587738-a	berharga
03294048-n	alat
07006712-n	pentas
09683757-n	buddhis
00612612-v	mengenang
07320302-n	kelahiran
13988224-n	pencerahan
07355491-n	wafat
13987423-n	kebahagiaan
07515790-n	kedamaian
05785508-n	perenungan
01872745-a	mendalam
06426279-n	penanggalan
02203976-a	ke 15
02202443-a	keempat
10099375-n	umat
15168790-n	fajar
00528836-v	menyingsing
07450842-n	upacara
03354903-n	bendera
01455754-v	naikkan
06693502-n	puja
01729431-v	dinyanyikan
10221656-n	mustika
09525579-n	dharma
06185955-n	ajarannya
10016103-n	umatnya
15168790-n	fajar menyingsing
02218547-a	tiga
01544692-v	ditaruh
02056265-a	spiritual
00955148-v	maksudkan
13961642-n	hidup
00734318-a	musnah
00734318-a	hancur
00435294-v	terbakar
00469637-v	layu
01129977-a	baik
00176981-r	berkali-kali
07944050-n	pemuda
02924102-a	buddhis
13270038-n	sumbang
05399847-n	darah
13774404-n	massal
00783840-a	umum
07234881-n	pembacaan
06466479-n	mantra-mantra
13549672-n	pelepasan
02496036-v	dikurung
01172701-v	makan
00035603-v	memandikan
09917593-n	kanak
00035259-v	dimandikan
15142167-n	kelahirannya
03540595-n	rumah sakit
00037396-n	tindak
01076634-a	sosial
03560161-n	patung
00045607-r	melewati
03154786-a	yang melewati
08275185-n	aliran
02068277-a	berbeda
06240865-n	mahayana
10323182-n	misionaris
00048374-n	tiba
05913842-n	pilar
13988224-n	nirwana
09532384-n	bodhisattva
00884007-a	tercerahkan
06240865-n	buddha mahayana
01677433-a	banyak
14437552-n	dipuja
02568672-v	melaksanakan
13757249-n	langkah
07274425-n	soja
02040709-v	berlutut
00732224-v	memberi
00898691-v	soja
00759944-v	berdoa
02472987-n	dunia
07186828-n	permohonan
07536870-n	penyesalan
00757080-n	dosa
00149510-r	sebenar
03014705-n	kotak
00795632-v	memesan
08621598-n	tempat
06240244-n	buddhisme
00415676-n	jalan
00094001-n	penyelamatan
02568672-v	dianut
03052018-a	birma
13769033-n	sekuali
05761559-n	kenangan
01069980-n	puasa
02578510-v	melihat
00959827-v	berarti
08683548-n	hutan
03117939-n	kembar
09218641-n	gunung
15183802-n	hari besar
14526182-n	semangat
02186665-a	empat
00508036-a	harmonis
03716656-n	mandala
15248564-n	era
08158920-n	dinasti tang
90000206-n	orchard central
05849789-n	fitur
00991900-v	dipromosikan
03722288-n	pasar
00993608-v	bergaya
10533013-n	pesaing
07959943-n	kluster
02109678-a	terpisah
02614181-v	hidup
02957469-a	jerman
03673450-n	lingerie
13744916-n	tujuh
07071942-n	musik
02671880-v	memuaskan
13940311-n	jenjang
90000030-n	festival musik mosaic
01504625-a	musik
01459422-a	lucu
07962124-n	umum
02427103-v	buat
07062697-n	jazz
08429052-n	jajaran
14005892-n	aliran
02648847-a	musik
02796425-a	sensasional
00729133-a	indie
00856651-a	soul
08289282-n	hip-hop
01398919-v	menghentak
80000840-n	post-rock
00968730-a	eksotis
01643620-a	lawas
07373602-n	perpaduan
01380638-v	mengumpulkan
01382086-a	banyak
00235435-n	pada awalnya
00724832-v	menakjubkan
00173764-a	tata
06893441-n	resital
04727214-n	aura
02868489-a	akustik
00705891-a	lembut
00751838-a	anggun
02292125-v	mendapatkan
01072565-n	kepuasan
08274826-n	grup
00183879-v	mencakup
07064055-n	hip-hop
08465558-n	avant-garde
09762509-n	superstar
02940392-a	eksperimental
01777822-a	psikedelik
08829533-n	montreal
00720497-v	nantikan
01817314-v	memukau
01015104-v	jamin
15249096-n	ini
06648590-n	bukti
00760916-a	terus
02308741-v	memberikan
01467534-a	kecil
08249960-n	kelompok
11447319-n	signal
08178547-n	negara
10352299-n	tetangga
00025654-v	bersantai
02268485-a	bukan
02248693-a	budaya
01941274-a	hidup
04679419-n	wajah
05946687-n	religi
02282506-v	simpan
04073547-n	relik
04346328-n	stupa
13724582-n	kg
11414257-n	hasil
01041498-n	sumbangan
01633343-v	dikonsep
02547586-v	bantu
09774266-n	konsultan
10175090-n	yang mulia
03716656-n	buddhis
04076846-n	representasi
00527188-a	semesta
09466280-n	alam semesta
00406243-v	siapkan
06766190-n	referensi
04802907-n	keakuratan
04783247-n	keaslian
13810141-n	bagian
02924102-a	buddhist
05751794-n	culture
07140659-n	diskusi
02723951-v	berasal
01375174-a	bernama
08552138-n	wilayah
09505418-n	dewi
05190804-n	kekuatan
00081725-v	menyembuhkan
14061805-n	penyakit
14076479-n	wabah
02118933-v	perhatikanlah
03427296-n	gapura
01332730-v	tutupi
01936184-a	mitologi
01272920-a	kenali
08368907-n	generasi
02367363-v	bertindak
00050037-n	pencatatan
01036996-n	pernikahan
10471250-n	pendeta
01026897-n	upacara
02646378-v	yang berhak
01027379-n	upacara
01904930-v	berjalan
01969707-a	setiap bulan
80000174-n	bangsawan
01590484-a	bangsawan
04879964-n	pengkhianatan
00071840-r	seputar
02330336-a	durhaka
09416076-n	batu
00749767-n	berkhianat
10332385-n	ibu
10285313-n	malin kundang
01646682-v	menginspirasi
06369829-n	cerita
09587565-n	karakter
00043195-n	penemuan
00162688-v	ganti
14421585-n	perkawinan
90000164-n	suntec city mal
00973728-v	tampilkan
13955461-n	realitas
06277280-n	tv
01208797-n	berkat
08523483-n	tengah
14491271-n	kekayaan
00756338-v	nyatakan
05915811-n	feng
02467662-v	terbagi
03032252-n	sinema
00007015-r	sekitar
11033358-n	harvey
09044862-n	us
02078591-v	perkenalkan
00118965-r	sekali
02414031-a	halus
13899404-n	bola
02691722-v	dituangi
05840188-n	sejenis
07859583-n	sirup
14792703-n	gula
07859796-n	sirup gula
15149763-n	1950-an
02244956-v	jual
00331446-a	pinggir
08544593-n	sudut
13255145-n	pendapatan
09908678-n	penjual keliling
14424517-n	pembaruan
12582231-n	atap
01249147-v	serutan
02881193-n	mangkuk
03438257-n	gelas
09291513-n	biji buah
07846471-n	susu kental
07416714-n	saat
07581931-n	koktail
01863246-a	selektif
03040587-n	pencuci
01665184-a	mulut
02880940-n	mangkuk
02149787-a	berbentuk
09359803-n	gunungan
02218314-a	bermacam-macam
01389776-v	tertimbun
09385137-n	serutan
00429949-n	seru
01311103-v	menggali
02526085-v	mencapai
07557165-n	“sedap-sedapan”
00402419-a	berwarna-warni
02203362-v	temui
90000197-n	maxwell road hawker centre
02771485-a	mulut
00161630-r	perlahan-lahan
01205696-v	kena
00976953-n	serangan
05611302-n	otak
01078302-a	beku
02207206-v	dibelinya
