synset	lemma	annotation
02717102-v	berhasil	DELETE
13987219-n	kenikmatan	KEEP
00761713-v	berunding	KEEP
00799076-v	mengundurkan	DELETE
80001077-n	berapa	KEEP
02189398-v	berjangkit	DELETE
80001553-n	penerjemahan	KEEP
02578510-v	melihat	KEEP
00451510-a	dekat	KEEP
01930482-v	meluwengkan	DELETE
00176880-r	berulang kali	KEEP
01215421-v	menangkap	KEEP
90000323-n	cahkwe	KEEP
00060939-r	dahulu	KEEP
00390290-r	dapat diatur	KEEP
08719100-n	sri lanka	KEEP
00609100-v	lupakan	KEEP
01456710-a	kuat	KEEP
02504562-v	paksa	KEEP
00477661-a	seperti di rumah	KEEP
03428477-n	pintu	KEEP
01673946-a	lazim	DELETE
09328746-n	lagoon	KEEP
00429949-n	seru	KEEP
80000797-n	olahraga ekstrem	KEEP
01844585-a	olahan	KEEP
01824736-v	bagaikan	DELETE
09117351-n	new york	KEEP
03224032-n	pintu	KEEP
05164845-n	hukuman	KEEP
07935152-n	teh hijau	KEEP
07034634-n	yel	KEEP
02568672-v	berpraktik	KEEP
13925752-n	suasana	KEEP
09092497-n	aku	DELETE
03169390-n	perhiasan	KEEP
09812338-n	artis	KEEP
80000698-n	temasek	KEEP
00034479-n	yang demikian	KEEP
09363970-n	perlu	KEEP
02614181-v	berdiam	DELETE
00668099-v	betah	KEEP
02532886-v	mencoba	KEEP
05122557-n	yang terbesar	DELETE
08649345-n	tepi	KEEP
06845599-n	label	KEEP
00029037-r	juga	KEEP
80002009-n	buah keluak	KEEP
08848731-n	bangladesh	KEEP
00120796-v	mengadakan	DELETE
02622234-v	menghubungkan	KEEP
01199751-a	seragam	KEEP
80000174-n	bangsawan	KEEP
02479323-v	memberi	DELETE
06410391-n	ulasan	KEEP
02343110-a	ulung	KEEP
00908492-n	ciptaan	KEEP
04877530-n	kesetiaan	KEEP
90000120-n	warong nasi pariaman	KEEP
00875394-v	mengedepankan	KEEP
90000184-n	Parade Chingay	KEEP
01686956-v	menggambarkan	KEEP
02075857-v	membentuk	DELETE
00697419-v	simak	KEEP
01987545-n	udang	KEEP
02685951-v	membawa	DELETE
01652902-a	terbuka	KEEP
00784342-v	tanyakan	KEEP
04726724-n	sifat	KEEP
05748285-n	diferensiasi	KEEP
15204983-n	dasawarsa	KEEP
00512487-a	bersaing	KEEP
02632940-v	tercantum	KEEP
00650353-v	membedakan	KEEP
07272084-n	simbol	KEEP
01462005-v	membancuh	DELETE
00860620-v	mengagungkan	KEEP
08489497-n	tempat ini	DELETE
01067694-a	baru	KEEP
07596684-n	makanan manis	KEEP
02108026-v	membawa	KEEP
02630189-v	memiliki	KEEP
02953673-n	kanvas	KEEP
08588152-n	bhg dalam	DELETE
02280869-v	menguras	KEEP
00001740-n	maujud	KEEP
90000088-n	Selama Deepavali	KEEP
05181754-n	hak	KEEP
15055181-n	uap	KEEP
07828987-n	cuka	KEEP
07931733-n	air	DELETE
05846054-n	peraturan	KEEP
00611047-a	tradisional	KEEP
08509442-n	kawasan	KEEP
07328756-n	yang menghasilkan	KEEP
02584981-a	layak	KEEP
01378556-v	menyebar	KEEP
00798539-v	menolak	KEEP
04215402-n	kaki lima	KEEP
00662182-v	tandai	KEEP
01311103-v	menggali	KEEP
01204557-a	setinggi	KEEP
09908025-n	sesama	DELETE
00196364-v	membakar	KEEP
01120448-n	pembayaran	KEEP
00120796-v	mendapat	DELETE
00622584-n	berburu	KEEP
00146594-r	secara besar-besaran	KEEP
02664769-v	bertara	DELETE
03878066-n	istana	KEEP
02703952-v	mendekati	KEEP
02210855-v	mengambil	DELETE
04946877-n	tekstur	KEEP
05810561-n	kehidupan	KEEP
01123879-a	sangat baik	KEEP
07967982-n	bangsa	KEEP
02225492-v	sisakan	KEEP
01658762-v	racikan	KEEP
08588152-n	dlm negeri	DELETE
77000106-n	kapan saja	KEEP
00609683-v	jangan	KEEP
13258362-n	keuntungan	KEEP
01386010-a	agung	KEEP
09607280-n	calon	KEEP
02418686-v	bermain	KEEP
00889555-v	menjamin	KEEP
07947255-n	masyarakat umum	KEEP
01061945-n	tuntutan	KEEP
01091234-a	ornamen	KEEP
07840672-n	santan	KEEP
03581125-n	persimpangan	KEEP
03046257-n	jam	KEEP
02621395-v	membentuk watak	DELETE
13939892-n	titik	KEEP
01079480-v	bertanding	KEEP
04674968-n	warna-warni	KEEP
08078020-n	keluarga	KEEP
07702193-n	dumpling	KEEP
01752495-v	mewujudkan	KEEP
00594621-v	mengetahui	KEEP
03141609-a	ras	KEEP
04673006-n	kerajinan	KEEP
90000307-n	penang	KEEP
01157517-v	menuntaskan	DELETE
10023039-n	abang	KEEP
04546855-n	wall	KEEP
00522751-v	meraih	DELETE
02530167-v	coba	KEEP
00674607-v	meluwengkan	DELETE
01052611-a	harum	KEEP
00715074-v	menghabiskan	KEEP
01462005-v	bergumul	DELETE
00005343-r	dibilang	KEEP
07556970-n	masakan	KEEP
15150618-n	1970-an	KEEP
00445548-a	jauh	KEEP
08226699-n	desa	KEEP
07164546-n	persembahan	KEEP
05946687-n	beragam	KEEP
14480420-n	cairan	KEEP
01944692-v	berperahu	KEEP
08715390-n	burma	KEEP
02210119-v	mendapat	KEEP
13963970-n	menikah	KEEP
02263982-a	berongga	KEEP
07724943-n	kacang buncis besar	DELETE
00121214-v	bergiliran	KEEP
90000120-n	Warong Nasi Pariaman	KEEP
80001273-v	bergelayutan	KEEP
76100086-x	carik	KEEP
01386883-a	besar	KEEP
00283327-a	berkilauan	KEEP
08964647-n	West Malaysia	DELETE
08562067-n	bumi	KEEP
03282933-n	sulaman	KEEP
02706816-v	menahan	KEEP
07557434-n	makanan	KEEP
10483530-n	nabi	KEEP
01339294-v	tenggelam	KEEP
02317094-v	berikan	KEEP
02236124-v	mengarik	DELETE
11669921-n	bunga	KEEP
00028651-n	ruang antara	DELETE
00668805-v	bersetuju	DELETE
01182709-v	memberikan	KEEP
02237338-v	tolak	KEEP
00522751-v	membawa	DELETE
07486628-n	hasrat	KEEP
15117516-n	berjam-jam	KEEP
01679806-v	hiasi	KEEP
01898722-a	praktis	KEEP
00588888-v	mengetahui	KEEP
09840217-n	saudagar kaya	KEEP
00069672-r	baik	KEEP
00067265-r	lanjut	KEEP
08963369-n	malaysia	KEEP
02702508-v	menghargakan	DELETE
02129165-n	singa	KEEP
01835496-v	bepergian	KEEP
02373015-v	bergerak	KEEP
04050066-n	pencakar	KEEP
09532942-n	buddha	KEEP
09179606-n	sebaik	KEEP
15206296-n	bulan	KEEP
03167666-n	dek	KEEP
08652970-n	ruang antara	DELETE
02229550-v	menurun	KEEP
01182709-v	bekalan makanan	DELETE
14423870-n	karam	KEEP
00018043-r	sekalipun	KEEP
00499263-n	ping pong	KEEP
07654667-n	potongan	KEEP
07458453-n	pacuan	KEEP
00137313-v	mempengaruhi	KEEP
02443049-v	mengawasi	KEEP
01595440-a	normal	DELETE
02530167-v	berusaha	KEEP
00756076-v	mendakwai	DELETE
00651813-n	kontras	KEEP
02560585-v	aktiviti	DELETE
07609840-n	makanan penutup	KEEP
01285376-a	indah	KEEP
02526085-v	berjaya	DELETE
13937075-n	keadaan	KEEP
00669762-v	memasukkan	DELETE
05913842-n	pilar	KEEP
14134623-n	hati	KEEP
06518068-n	kupon	KEEP
01712704-v	lakukan	KEEP
00068368-r	sepanjang	KEEP
07190039-n	syukur	KEEP
14515633-n	tanggung jawab	KEEP
05816622-n	data	KEEP
80002007-n	sayur lodeh	KEEP
03925226-n	foto	KEEP
02515341-a	dapat dilihat	KEEP
01131454-a	kejam	KEEP
02610628-v	menutup	KEEP
00414080-a	neo-klasik	KEEP
80000813-v	menambah isi	KEEP
09604981-n	diri	KEEP
00617422-a	onde-onde	KEEP
08489497-n	disini	KEEP
01845229-v	berwisata	KEEP
00239910-n	pendirian	KEEP
10628644-n	sultan	KEEP
80001273-v	bergelayut	KEEP
09426788-n	sea	KEEP
15148867-n	tahun 1920-an	KEEP
13957268-n	hidup bersama	KEEP
02829696-n	lengkungan	KEEP
00911048-n	pembangunan	KEEP
02721438-v	memungkinkan	KEEP
02224055-v	membuang	KEEP
02093888-a	diamankan	KEEP
06636524-n	catatan	KEEP
06333653-n	namanya	KEEP
13832355-n	sebelah timur	KEEP
14530403-n	tanggung jawab	KEEP
12901264-n	cabai	KEEP
07577374-n	makanan ringan	KEEP
00771632-v	mengiring	DELETE
07817465-n	ketumbar	KEEP
00269989-a	terang	KEEP
00993014-v	menulis	KEEP
00079499-r	malam ini	KEEP
10278128-n	ibu	KEEP
06930093-n	bahasa mandarin	KEEP
04677514-n	paras	KEEP
14436875-n	penghormatan	KEEP
00044353-a	mungkin	KEEP
02636582-a	akuatik	KEEP
00112009-r	paling	KEEP
02743261-a	manusia	KEEP
00756076-v	makan	DELETE
08252602-n	pesta	KEEP
07669098-n	babi kecil	KEEP
15166462-n	malam	KEEP
01999798-v	menjuruskan	DELETE
09526703-n	kali	KEEP
00296585-n	prosesi	KEEP
02355596-v	mengambil	DELETE
02003601-v	berburu	KEEP
00820075-v	menolak	KEEP
05217168-n	bentuk	DELETE
04295881-n	stadion	KEEP
00755745-v	menjangkakan	DELETE
02075857-v	mengambil	DELETE
02813544-n	bazaar	KEEP
02448185-v	bentuk	KEEP
08399586-n	ragam	KEEP
04927890-n	umur	KEEP
07873807-n	pizza	KEEP
00674270-a	sendiri	KEEP
14915184-n	iced	KEEP
09044862-n	us	KEEP
01851916-a	sederhana	KEEP
08674970-n	tempat	DELETE
90000054-n	konsortium express	KEEP
02192184-a	60	KEEP
02789487-n	bar	KEEP
02203362-v	memiliki	KEEP
90000121-n	>acara saat malam	KEEP
01251651-v	menggosok	KEEP
02191546-v	merasakan	KEEP
02215087-a	(satu-satunya	KEEP
00704690-v	rancang	KEEP
14473655-n	keberuntungan	KEEP
02578510-v	rayakan	KEEP
07110457-n	percakapan	KEEP
07020239-n	shows	KEEP
90000226-n	Little India	KEEP
00751567-v	makan	DELETE
00770437-v	mengakibatkan	DELETE
02657219-v	bersamaan	KEEP
05651971-n	indra	KEEP
00238022-n	pelancaran	DELETE
01582409-v	makan	DELETE
01999218-v	ke	DELETE
03767745-n	menara	KEEP
00031798-r	telah	KEEP
04677514-n	raut	KEEP
01635432-v	bayangkan	KEEP
08731148-n	hong kong	KEEP
05936704-n	terkesan	KEEP
09494388-n	naga	KEEP
06507041-n	daftar	KEEP
09729530-n	arab	KEEP
10344443-n	nama	KEEP
00674607-v	membuat pilihan	DELETE
04865502-n	kerajinan	KEEP
00050681-r	no	KEEP
02410855-v	bekerja	KEEP
01517921-a	sipil	KEEP
01970646-v	terbenam	KEEP
00491511-a	beda	KEEP
00728954-v	menyelami	KEEP
00246296-r	saja	KEEP
00489108-a	biasa	KEEP
01037763-a	di luar negeri	KEEP
02399595-a	hambar	KEEP
06802571-n	tanda akan datangnya	DELETE
01410606-a	ganal	DELETE
00715239-v	merasa	KEEP
05481095-n	otak	KEEP
08399586-n	jenis	KEEP
01027174-v	membekali	DELETE
01410606-a	sebagai	DELETE
08647049-n	pemandangan laut	KEEP
80001931-x	tidak	KEEP
00386915-n	kecil	KEEP
00283568-n	berjalan	KEEP
02443907-a	tropis	KEEP
15206943-n	bulan baru	KEEP
00599992-v	menghafal	DELETE
00001740-a	keahlian	KEEP
02568672-v	melakukan	DELETE
01629403-v	memberi	KEEP
14500908-n	hal biasa	KEEP
07085375-n	penekan	KEEP
02300501-a	penuh	KEEP
02603699-v	manusia	DELETE
04552696-n	kapal perang	KEEP
07892512-n	red wine	KEEP
90000204-n	jian dui	KEEP
09014979-n	ukraina	KEEP
02931417-n	klub	KEEP
02676054-v	berhubungan	KEEP
01535709-a	modern	KEEP
01843689-v	kunjungilah	KEEP
01710260-a	gratis	KEEP
00499263-n	tenis meja	KEEP
00578549-n	fasilitas	KEEP
00180756-r	jarak antara	DELETE
01668250-a	pecah belah	KEEP
00323856-v	stewed	KEEP
01413247-a	kemungkinan besar	KEEP
15119919-n	saat ini	KEEP
01654628-v	buat	KEEP
10411551-n	penjual	KEEP
02551380-a	kering	KEEP
07787613-n	kerang	KEEP
00103554-r	pertama	KEEP
02199590-v	memberi	KEEP
02558184-a	sehat	KEEP
00900616-a	perlu	KEEP
02924116-n	bis	KEEP
00624476-v	jadi	DELETE
00273082-a	gelap	KEEP
07260623-n	piawai	KEEP
02355596-v	mengantongi	DELETE
04073669-n	relief	KEEP
00414409-v	pindah	KEEP
01995211-v	keluarkan	KEEP
01777210-v	sebagai	DELETE
03560161-n	patung	KEEP
00649481-v	jelajahi	KEEP
00439343-v	mempercepat	KEEP
00320852-n	sesuatu	DELETE
07585474-n	kaldu	KEEP
01083769-v	meneguk	DELETE
07931280-n	anggur	KEEP
01752884-v	membuat	KEEP
13846199-n	yg pertama	DELETE
00304252-v	kembang	KEEP
00103087-r	sepanjang	KEEP
05751430-n	retro	KEEP
05624042-n	bakat	KEEP
01672607-a	lumrah	KEEP
07628470-n	pastel	KEEP
02236124-v	makan	DELETE
01666327-v	jahit	KEEP
05827509-n	tendangan	KEEP
00110815-r	di dalam	KEEP
00305821-r	terlalu membebani	DELETE
02159955-n	serangga	KEEP
02685951-v	menuju	DELETE
07954731-n	koleksi	KEEP
05790242-n	favorit	KEEP
01002740-v	mengambil	DELETE
10765000-n	pemenang	KEEP
05060189-n	tergesa-gesa	KEEP
01664172-v	dibuat	KEEP
00005526-v	dada menampi	DELETE
07572712-n	makanan segar	KEEP
02472223-v	terdaftar	KEEP
02020590-v	dapat	DELETE
08646306-n	kegelapan	KEEP
02434976-v	ikut	KEEP
00724492-v	menghiraukan	KEEP
01739099-v	bangun	KEEP
14112855-n	dan sesaat	KEEP
03956785-n	perencana	KEEP
02235229-v	serahkan	KEEP
05923983-n	nilai	KEEP
00428000-n	perayaan	KEEP
01661243-v	membuat	KEEP
14003880-n	keseimbangan	KEEP
01214265-v	memasukkan	DELETE
00118531-r	berapapun	KEEP
06835845-n	ϱ	KEEP
07274425-n	soja	KEEP
02268133-a	kedua	KEEP
02368787-a	asam	KEEP
06589574-n	publikasi	KEEP
01325417-n	tanduk	KEEP
05638063-n	keahlian	KEEP
08625846-n	belakang	KEEP
07328756-n	penghasil	KEEP
00597915-v	mempelajari	KEEP
90000034-n	formula one pit building	KEEP
00734054-v	membilangkan	DELETE
04018399-n	pub	KEEP
01889256-a	bangga	KEEP
02186338-a	ada	KEEP
02280969-a	seru	KEEP
01525116-a	tidak berdenyut	KEEP
09532214-n	buddha	KEEP
02958576-a	spanyol	KEEP
00322847-v	memasak	KEEP
00455599-n	permainan	KEEP
07749582-n	lemon	KEEP
07749731-n	limau	KEEP
00813915-a	muka	KEEP
03315023-n	fasilitas	KEEP
00825192-n	bela diri	KEEP
01158872-v	memanfaatkan	KEEP
01261845-n	inspirasi	KEEP
10577284-n	penjaja	KEEP
05115040-n	melimpah	KEEP
01754737-v	potong	KEEP
08624196-n	tempat	KEEP
02555434-v	membantu	KEEP
01809321-v	atasi	KEEP
01661243-v	mendirikan	KEEP
15167349-n	malam	KEEP
90000300-n	prata	KEEP
00594337-v	tahu	KEEP
00193194-r	dari	DELETE
00381097-a	merah ceri	DELETE
07709881-n	tahu	KEEP
01664172-v	membenarkan	DELETE
01104026-a	khas	KEEP
03674270-n	tautan	KEEP
00195024-r	selalu	KEEP
02413037-a	kwetiau	KEEP
02687385-v	memimpin	DELETE
01123148-a	bagus	KEEP
05217168-n	fisik	KEEP
13832355-n	arah timur	KEEP
01905653-a	fitri	KEEP
00527188-a	kosmopolitan	KEEP
01664172-v	siaga	DELETE
00646542-v	memperhatikan	KEEP
00122626-a	yang berikut	KEEP
02129289-v	dilihat’	KEEP
00228294-a	pertama	KEEP
01567694-a	seluruh dunia	KEEP
00502710-r	khusus	KEEP
00816839-a	larut	KEEP
02723754-n	antik	KEEP
00701877-v	memutuskan	KEEP
04101232-n	gulung	KEEP
07942152-n	khalayak ramai	DELETE
08544813-n	negeri	KEEP
08730354-n	taiwan	KEEP
01494310-v	menaruh	KEEP
01214265-v	memeluk	DELETE
02236124-v	jadi	DELETE
02776631-n	toko roti	KEEP
02128066-v	menemukan	KEEP
00624476-v	memasukkan	DELETE
01066542-a	sering	KEEP
01168468-v	dikonsumsi	KEEP
07490713-n	kesenangan	KEEP
00944415-v	memancarkan	KEEP
06831177-n	A	KEEP
00378985-n	gabungan	KEEP
00434075-n	akrobatik	KEEP
09207288-n	asia	KEEP
02207206-v	beli	KEEP
04622932-n	privasi	KEEP
00730758-v	membuat	KEEP
00611481-v	memperingati	KEEP
00082241-a	agresif	KEEP
06396142-n	bab	KEEP
14492373-n	mewah	KEEP
07376257-n	dentam	KEEP
07579076-n	dimakan	KEEP
01719302-v	memainkan	KEEP
01389993-a	besar	KEEP
02208265-v	membeli	KEEP
06390512-n	salinan	KEEP
05121908-n	banyak	KEEP
00690058-a	mendalam	DELETE
00654885-n	kepedulian	KEEP
02154508-v	menemui	KEEP
01027174-v	membilai	DELETE
02510879-a	seru	KEEP
02821627-n	kamar tidur	KEEP
14001728-n	kepercayaan	KEEP
07577374-n	camilan	KEEP
01727926-a	lalu	KEEP
00824753-a	barat	KEEP
02368336-a	tauco	KEEP
00976953-n	serangan	KEEP
14437386-n	tersohor	KEEP
13386614-n	uang tunai	KEEP
13754293-n	tambah	KEEP
02203249-a	sembilan	KEEP
05750657-n	fashion	KEEP
03570372-n	infrastruktur	KEEP
01115585-v	menyerah	KEEP
00341040-v	terjadi	KEEP
00968211-v	menyebar	KEEP
90000039-n	belacan	KEEP
07560542-n	makanan halal	KEEP
02629535-v	meliputi	KEEP
02384686-v	undang	KEEP
01858094-a	privat	KEEP
01580306-a	penting	KEEP
02006834-v	berhasil	DELETE
01172701-v	menyinggung	DELETE
00017881-r	begitu	KEEP
14580897-n	bahan	KEEP
00770437-v	terpaksa	DELETE
02207206-v	membayar	KEEP
02040652-a	bulat	KEEP
01841079-v	bergerak	KEEP
10289039-n	manusia	KEEP
02440244-v	pimpin	KEEP
02863247-a	mistis	KEEP
80000834-n	capoeira	KEEP
08593262-n	sempadan	DELETE
02620587-v	insan	DELETE
00393105-a	putih”	KEEP
08997487-n	singapore	KEEP
01083373-v	menjahanamkan	DELETE
00069472-r	atas	DELETE
04946553-n	rasa	KEEP
02123475-a	terpilih	KEEP
02284169-a	lisan	KEEP
02077656-v	membawa	KEEP
00321148-v	mengisi	KEEP
09379111-n	celah	KEEP
00047534-r	serta	KEEP
00813790-v	mengemudikan	DELETE
00912473-v	berteriak	KEEP
03532342-n	cantelan	KEEP
02150328-v	simaklah	KEEP
80001095-n	Banda Street	KEEP
08615149-n	taman	KEEP
13770169-n	sesendok	KEEP
08179879-n	penduduk	KEEP
05707718-n	rasa	KEEP
00527870-a	besar	KEEP
01027859-n	ritual	KEEP
80001131-n	mereka	KEEP
08489497-n	lokasi ini	DELETE
01211296-a	lanjut	KEEP
01456710-a	penuh	KEEP
07291794-n	akhir	KEEP
00795863-v	larang	KEEP
08489497-n	lokasi ini	KEEP
03540595-n	rumah sakit	KEEP
02671613-v	berperan	KEEP
02685951-v	beralih	DELETE
08977428-n	lahore	KEEP
02511551-v	mengatur	KEEP
00028270-n	waktu	KEEP
01905653-a	sejati	KEEP
02620587-v	menunjukkan	DELETE
04684358-n	kehebatan	KEEP
80000091-n	bugis street market	KEEP
02616386-v	menjadi	KEEP
10245236-n	tuan tanah	KEEP
00061262-a	sigap	KEEP
15166462-n	senja	KEEP
03729951-n	alat	KEEP
13985818-n	semangat	KEEP
00596644-v	mengalami	KEEP
00935500-a	jago	KEEP
01388418-a	besar-besaran	KEEP
08832877-n	brisbane	KEEP
07723559-n	selada	KEEP
00049003-n	keahlian	DELETE
02879309-n	butik	KEEP
03671668-n	baris	DELETE
05851330-n	atraksi	KEEP
02874086-n	kedai	KEEP
14051056-n	kebugaran	KEEP
04211970-n	bolak-balik	KEEP
00027167-n	lokasi-lokasi	DELETE
01672607-a	ordiner	DELETE
08372411-n	masyarakat	DELETE
80001610-n	MRT	KEEP
08462066-n	deretan	KEEP
01258091-v	cincang	KEEP
01463965-a	asih	KEEP
02285629-v	menemukan	KEEP
00602805-v	melatih	KEEP
00358431-v	meninggal	KEEP
02003359-v	menghilangkan	KEEP
05984936-n	budaya	KEEP
01712704-v	memainkan	KEEP
01930482-v	mengendarai	KEEP
00899226-a	susah	KEEP
01999798-v	berulah	DELETE
00325208-v	tim	KEEP
07573696-n	hidangan	KEEP
02070491-a	baru	KEEP
06601327-n	arti	KEEP
01776952-v	suka	KEEP
00683280-v	percayakah	KEEP
01639446-a	antik	KEEP
04799133-n	etnik	KEEP
05706954-n	kelalaian	KEEP
01009240-v	mengatakan	KEEP
09033117-n	zurich	KEEP
08594286-n	garis lurus	DELETE
01828736-v	nikmati	KEEP
07576182-n	prasmanan	KEEP
90000153-n	pulau ubin	KEEP
02826877-a	listrik	KEEP
07802417-n	sereal	KEEP
00953216-v	mengisahkan	KEEP
00022131-r	se-	DELETE
02016523-v	memasuki	KEEP
03417345-n	taman	KEEP
04076846-n	representasi	KEEP
13777764-n	ruang	KEEP
00161243-n	pilihan	KEEP
90000202-n	grand prix season singapore	KEEP
01992503-v	melaju	KEEP
01776952-v	menyukai	KEEP
02620587-v	ialah	DELETE
07602650-n	bagian	KEEP
02685951-v	merentangkan	DELETE
03545150-n	rumah	KEEP
00983824-v	mengeluarkan suara	KEEP
00134701-a	wajar	KEEP
02560585-v	berbuat	KEEP
01196802-v	tuntaskan	KEEP
02022162-v	mencapai	KEEP
01188725-v	menginginkan	KEEP
90000201-n	ION Orchard	KEEP
90000030-n	festival musik mosaic	KEEP
13810141-n	puncak	KEEP
01745722-v	mencetak	KEEP
01593649-a	yang biasa	DELETE
03555426-n	hypermart	KEEP
07891726-n	minuman anggur	KEEP
00624476-v	makan	DELETE
00728617-v	menyadari	KEEP
90000171-n	view point	KEEP
00110533-r	di dalam	KEEP
90000303-n	geylang	KEEP
01839690-v	tiba dari	KEEP
15119536-n	saat ini	KEEP
01586342-a	bagus	KEEP
80001085-n	madam	KEEP
09366762-n	alami	KEEP
00052374-v	mengenakan	KEEP
00839619-a	efisien	KEEP
01277097-a	kunci	KEEP
10782940-n	pemenang	KEEP
02627934-v	menyebabkan perlu	DELETE
01531957-a	pertengahan	KEEP
10402824-n	pihak	KEEP
00230033-v	meningkatkan	KEEP
02309165-v	memberi	KEEP
90000160-n	singapore arts festival	KEEP
03603594-n	jung	KEEP
07734017-n	tomat	KEEP
06515662-n	sejarah	KEEP
05840188-n	jenis	KEEP
00339934-v	diselenggarakan	KEEP
05037813-n	kebuasan	KEEP
05129565-n	jarak	KEEP
01096245-n	bisnis	KEEP
13828075-n	arah	KEEP
90000128-n	ensembel tari	KEEP
80001553-n	terjemahan	KEEP
00038175-n	sesuatu	DELETE
01807529-v	menggoda	KEEP
01462005-v	mencampurkan	DELETE
01634142-v	diusulkan	KEEP
02623529-v	menjadi	KEEP
02664769-v	membandingi	DELETE
06678302-n	cetakan	KEEP
09367991-n	barang kebutuhan	KEEP
02743214-v	datang	KEEP
05636294-n	wayang	KEEP
15074962-n	tisu	KEEP
80001230-x	iya	KEEP
02568672-v	melaksanakan	DELETE
02647497-v	memasang	DELETE
00097504-n	prestasi	KEEP
07578363-n	berporsi	KEEP
01531375-a	sederhana	KEEP
00615774-v	terkecuali	KEEP
13810323-n	unit	KEEP
02604760-v	mempunyai ukuran	DELETE
00617033-a	bakar	KEEP
13152742-n	daun	KEEP
01817314-v	memukau	KEEP
02020590-v	membuatkan	DELETE
00341917-v	tiba	KEEP
01449974-v	bawa	KEEP
00700451-a	jelas	KEEP
01968503-a	mingguan	KEEP
01708676-v	berdansa	KEEP
10325243-n	impian	KEEP
90000129-n	Festival Pongal	KEEP
04334599-n	club street	KEEP
04076533-n	reproduksi	KEEP
01076046-n	henti	KEEP
00556855-v	buat	KEEP
10307234-n	kaum	KEEP
04334599-n	pagoda street	KEEP
06549661-n	lisensi	KEEP
15120050-n	saat ini	KEEP
01387319-a	banyak	KEEP
01179865-v	memakan	KEEP
01599445-a	biasa	DELETE
09063673-n	Los Angeles	KEEP
07893642-n	sampanye	KEEP
01712704-v	membuat	DELETE
01023820-n	proses	KEEP
04763925-n	keistimewaan	KEEP
08059870-n	firma	KEEP
06598915-n	isi	KEEP
03671668-n	rangka	DELETE
01508368-v	melemparkan	KEEP
02578510-v	dirayakan	KEEP
02020590-v	menjadikan	DELETE
05218899-n	perangkat	KEEP
02112701-a	bersama	KEEP
04138261-n	satin	KEEP
02165543-v	amati	KEEP
02892389-a	ritual	KEEP
04073547-n	relik	KEEP
01946996-v	mendayung	KEEP
08588152-n	dlm hati	DELETE
00520214-a	lengkap	KEEP
07654667-n	irisan	KEEP
00023271-n	ilmu	KEEP
00715239-v	rasa	KEEP
00104345-r	setidak	KEEP
01027379-n	upacara	KEEP
08647616-n	kursi hakim	DELETE
15120050-n	saat	KEEP
00733743-a	lebih baik	KEEP
02568672-v	memahirkan	DELETE
02421364-a	tidak berlebihan	KEEP
00294245-v	bunga	DELETE
02210855-v	memahirkan	DELETE
06426279-n	almanak	KEEP
00294245-v	bermekaran	KEEP
03383948-n	garpu	KEEP
03701640-n	mesin	KEEP
00248026-v	menua	KEEP
02608347-v	mulai	KEEP
02635956-v	menuntun	DELETE
00192836-v	meramaikan	KEEP
02730471-v	rasa	KEEP
00409440-a	dark	KEEP
00369138-n	taburkan	KEEP
01651444-v	menyelenggarakan	KEEP
01197014-v	minum	DELETE
02704949-n	amfiteater	KEEP
02186338-a	1	KEEP
=00127815-a	berikut	KEEP
06239361-n	yoga	KEEP
01118081-v	tunduk	KEEP
07710616-n	kentang	KEEP
07069948-n	ekspresi	KEEP
02236624-v	bersetuju	DELETE
03716656-n	mandala	KEEP
80000394-n	pilates	KEEP
00502710-r	begitu	KEEP
04227900-n	tusukan	KEEP
04632157-n	dengan semangat	KEEP
15149763-n	tahun 1950-an	KEEP
02487573-v	berkunjung	KEEP
01352067-a	mengganggu	KEEP
01038102-a	dalam negeri	KEEP
14716997-n	kuningan	KEEP
02547317-a	basah	KEEP
02824448-n	bel	KEEP
07503260-n	jijik	KEEP
07776866-n	laut	KEEP
04219277-n	siluet	KEEP
10523519-n	lokal	KEEP
00967646-a	fantastis	KEEP
00013887-a	berlimpah	KEEP
10034906-n	pengemudi	KEEP
06599788-n	hal	KEEP
03003344-a	inggris	KEEP
01123879-a	lezat	KEEP
